no_curso	no_grau	no_turno	no_campus	sg_uf_campus	no_municipio_campus	no_ies	sg_ies	co_concorrencia	tp_mod_concorrencia	no_concorrencia	qt_vagas	qt_vagas_concorrencia	nu_nota_corte
ANÁLISE E DESENVOLVIMENTO DE SISTEMAS	Tecnológico	Noturno	SP	Cubatão	IFSP	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO	CUBATÃO	0	A	Ampla concorrência	20	20	645.24
ANÁLISE E DESENVOLVIMENTO DE SISTEMAS	Tecnológico	Noturno	SP	Bragança Paulista	IFSP	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO	IFSP - CAMPUS BRAGANÇA PAULISTA	0	A	Ampla concorrência	20	20	654.84
ANÁLISE E DESENVOLVIMENTO DE SISTEMAS	Tecnológico	Matutino	SP	São Paulo	IFSP	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO	IFSP - CAMPUS SÃO PAULO	0	A	Ampla concorrência	20	20	713.05
ANÁLISE E DESENVOLVIMENTO DE SISTEMAS	Tecnológico	Noturno	SP	São Paulo	IFSP	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO	IFSP - CAMPUS PIRITUBA	0	A	Ampla concorrência	20	20	672.00
ANÁLISE E DESENVOLVIMENTO DE SISTEMAS	Tecnológico	Noturno	SP	Boituva	IFSP	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO	IFSP - CAMPUS BOITUVA	0	A	Ampla concorrência	20	20	622.58
ANÁLISE E DESENVOLVIMENTO DE SISTEMAS	Tecnológico	Noturno	SP	Capivari	IFSP	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO	IFSP - CAMPUS CAPIVARI	0	A	Ampla concorrência	20	20	620.12
ANÁLISE E DESENVOLVIMENTO DE SISTEMAS	Tecnológico	Matutino	SP	Araraquara	IFSP	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO	IFSP - CAMPUS ARARAQUARA	0	A	Ampla concorrência	20	20	654.10
ANÁLISE E DESENVOLVIMENTO DE SISTEMAS	Tecnológico	Noturno	SP	Campinas	IFSP	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO	IFSP - CAMPUS CAMPINAS	0	A	Ampla concorrência	20	20	712.61
ARQUITETURA E URBANISMO	Bacharelado	Integral	SP	São Paulo	IFSP	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO	IFSP - CAMPUS SÃO PAULO	0	A	Ampla concorrência	20	20	722.92
AUTOMAÇÃO INDUSTRIAL	Tecnológico	Noturno	SP	Piracicaba	IFSP	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO	IFSP - CAMPUS PIRACICABA	0	A	Ampla concorrência	20	20	648.86
AUTOMAÇÃO INDUSTRIAL	Tecnológico	Noturno	SP	Cubatão	IFSP	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO	CUBATÃO	0	A	Ampla concorrência	20	20	617.90
CIÊNCIA DA COMPUTAÇÃO	Bacharelado	Integral	SP	Presidente Epitácio	IFSP	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO	PRESIDENTE EPITÁCIO	0	A	Ampla concorrência	20	20	667.52
CIÊNCIA DA COMPUTAÇÃO	Bacharelado	Integral	SP	Salto	IFSP	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO	IFSP - CAMPUS SALTO	0	A	Ampla concorrência	20	20	692.58
CIÊNCIA DA COMPUTAÇÃO	Bacharelado	Integral	SP	São João da Boa Vista	IFSP	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO	IFSP - CAMPUS SÃO JOÃO DA BOA VISTA	0	A	Ampla concorrência	20	20	677.94
CIÊNCIAS BIOLÓGICAS	Licenciatura	Noturno	SP	São Roque	IFSP	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO	IFSP - CAMPUS SÃO ROQUE	0	A	Ampla concorrência	20	20	642.28
CIÊNCIAS BIOLÓGICAS	Licenciatura	Vespertino	SP	São Paulo	IFSP	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO	IFSP - CAMPUS SÃO PAULO	0	A	Ampla concorrência	20	20	678.01
CIÊNCIAS BIOLÓGICAS	Licenciatura	Noturno	SP	Avaré	IFSP	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO	IFSP - CAMPUS AVARÉ	0	A	Ampla concorrência	20	20	629.02
CIÊNCIAS BIOLÓGICAS	Licenciatura	Matutino	SP	Barretos	IFSP	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO	IFSP - CAMPUS BARRETOS	0	A	Ampla concorrência	20	20	628.20
CIÊNCIAS NATURAIS: HABILITAÇÃO EM FÍSICA	Licenciatura	Noturno	SP	São João da Boa Vista	IFSP	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO	IFSP - CAMPUS SÃO JOÃO DA BOA VISTA	0	A	Ampla concorrência	20	20	571.38
CIÊNCIAS NATURAIS: HABILITAÇÃO EM QUÍMICA	Licenciatura	Noturno	SP	São João da Boa Vista	IFSP	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO	IFSP - CAMPUS SÃO JOÃO DA BOA VISTA	0	A	Ampla concorrência	20	20	575.86
DESIGN DE INTERIORES	Tecnológico	Matutino	SP	Jacareí	IFSP	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO	IFSP - CAMPUS JACAREÍ	0	A	Ampla concorrência	20	20	672.00
ELETRÔNICA INDUSTRIAL	Tecnológico	Vespertino	SP	Campinas	IFSP	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO	IFSP - CAMPUS CAMPINAS	0	A	Ampla concorrência	20	20	675.68
ENGENHARIA CIVIL	Bacharelado	Integral	SP	Caraguatatuba	IFSP	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO	IFSP - CAMPUS CARAGUATATUBA	0	A	Ampla concorrência	20	20	675.54
ENGENHARIA CIVIL	Bacharelado	Integral	SP	São Paulo	IFSP	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO	IFSP - CAMPUS SÃO PAULO	0	A	Ampla concorrência	20	20	730.92
ENGENHARIA CIVIL	Bacharelado	Integral	SP	Votuporanga	IFSP	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO	CAMPUS VOTUPORANGA	0	A	Ampla concorrência	20	20	672.90
ENGENHARIA DE ALIMENTOS	Bacharelado	Noturno	SP	Matão	IFSP	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO	IFSP - CAMPUS MATÃO	0	A	Ampla concorrência	20	20	645.60
ENGENHARIA DE BIOSSISTEMAS	Bacharelado	Matutino	SP	Avaré	IFSP	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO	IFSP - CAMPUS AVARÉ	0	A	Ampla concorrência	20	20	638.68
ENGENHARIA DE COMPUTAÇÃO	Bacharelado	Integral	SP	Birigui	IFSP	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO	IFSP - CAMPUS BIRIGUI	0	A	Ampla concorrência	20	20	672.16
ENGENHARIA DE COMPUTAÇÃO	Bacharelado	Integral	SP	Piracicaba	IFSP	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO	IFSP - CAMPUS PIRACICABA	0	A	Ampla concorrência	20	20	712.63
ENGENHARIA DE CONTROLE E AUTOMAÇÃO	Bacharelado	Integral	SP	São Paulo	IFSP	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO	IFSP - CAMPUS SÃO PAULO	0	A	Ampla concorrência	20	20	692.39
ENGENHARIA DE CONTROLE E AUTOMAÇÃO	Bacharelado	Integral	SP	Cubatão	IFSP	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO	CUBATÃO	0	A	Ampla concorrência	20	20	659.24
ENGENHARIA DE CONTROLE E AUTOMAÇÃO	Bacharelado	Integral	SP	Hortolândia	IFSP	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO	IFSP - CAMPUS HORTOLÂNDIA	0	A	Ampla concorrência	20	20	659.33
ENGENHARIA DE CONTROLE E AUTOMAÇÃO	Bacharelado	Noturno	SP	Bragança Paulista	IFSP	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO	IFSP - CAMPUS BRAGANÇA PAULISTA	0	A	Ampla concorrência	20	20	662.30
ENGENHARIA DE CONTROLE E AUTOMAÇÃO	Bacharelado	Integral	SP	Catanduva	IFSP	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO	IFSP - CAMPUS CATANDUVA	0	A	Ampla concorrência	20	20	635.50
ENGENHARIA DE CONTROLE E AUTOMAÇÃO	Bacharelado	Integral	SP	Salto	IFSP	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO	IFSP - CAMPUS SALTO	0	A	Ampla concorrência	20	20	658.42
ENGENHARIA DE CONTROLE E AUTOMAÇÃO	Bacharelado	Integral	SP	São João da Boa Vista	IFSP	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO	IFSP - CAMPUS SÃO JOÃO DA BOA VISTA	0	A	Ampla concorrência	20	20	655.10
ENGENHARIA DE CONTROLE E AUTOMAÇÃO	Bacharelado	Noturno	SP	São José dos Campos	IFSP	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO	IFSP - CAMPUS SÃO JOSÉ DOS CAMPOS	0	A	Ampla concorrência	20	20	706.93
ENGENHARIA DE CONTROLE E AUTOMAÇÃO	Bacharelado	Integral	SP	Guarulhos	IFSP	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO	IFSP - CAMPUS GUARULHOS	0	A	Ampla concorrência	20	20	674.04
ENGENHARIA DE ENERGIAS RENOVÁVEIS	Bacharelado	Noturno	SP	Matão	IFSP	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO	IFSP - CAMPUS MATÃO	0	A	Ampla concorrência	20	20	636.22
ENGENHARIA DE PRODUÇÃO	Bacharelado	Integral	SP	São Paulo	IFSP	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO	IFSP - CAMPUS PIRITUBA	0	A	Ampla concorrência	20	20	697.60
ENGENHARIA DE PRODUÇÃO	Bacharelado	Integral	SP	Registro	IFSP	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO	IFSP - CAMPUS REGISTRO	0	A	Ampla concorrência	20	20	652.04
ENGENHARIA ELÉTRICA	Bacharelado	Integral	SP	Presidente Epitácio	IFSP	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO	PRESIDENTE EPITÁCIO	0	A	Ampla concorrência	20	20	645.85
ENGENHARIA ELÉTRICA	Bacharelado	Integral	SP	Piracicaba	IFSP	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO	IFSP - CAMPUS PIRACICABA	0	A	Ampla concorrência	20	20	678.70
ENGENHARIA ELÉTRICA	Bacharelado	Integral	SP	Votuporanga	IFSP	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO	CAMPUS VOTUPORANGA	0	A	Ampla concorrência	20	20	639.84
ENGENHARIA ELÉTRICA	Bacharelado	Integral	SP	Sertãozinho	IFSP	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO	IFSP - CAMPUS SERTÃOZINHO	0	A	Ampla concorrência	20	20	683.76
ENGENHARIA ELÉTRICA	Bacharelado	Noturno	SP	São Paulo	IFSP	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO	IFSP - CAMPUS SÃO PAULO	0	A	Ampla concorrência	20	20	694.86
ENGENHARIA MECÂNICA	Bacharelado	Integral	SP	São Paulo	IFSP	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO	IFSP - CAMPUS SÃO PAULO	0	A	Ampla concorrência	20	20	711.48
ENGENHARIA MECÂNICA	Bacharelado	Integral	SP	Araraquara	IFSP	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO	IFSP - CAMPUS ARARAQUARA	0	A	Ampla concorrência	20	20	679.70
ENGENHARIA MECÂNICA	Bacharelado	Noturno	SP	Sertãozinho	IFSP	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO	IFSP - CAMPUS SERTÃOZINHO	0	A	Ampla concorrência	20	20	676.98
ENGENHARIA MECÂNICA	Bacharelado	Integral	SP	Piracicaba	IFSP	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO	IFSP - CAMPUS PIRACICABA	0	A	Ampla concorrência	20	20	709.46
ENGENHARIA MECÂNICA	Bacharelado	Noturno	SP	Itapetininga	IFSP	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO	IFSP - CAMPUS ITAPETININGA	0	A	Ampla concorrência	20	20	663.50
ENGENHARIA MECÂNICA	Bacharelado	Integral	SP	São José dos Campos	IFSP	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO	IFSP - CAMPUS SÃO JOSÉ DOS CAMPOS	0	A	Ampla concorrência	20	20	719.19
FÍSICA	Licenciatura	Noturno	SP	Caraguatatuba	IFSP	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO	IFSP - CAMPUS CARAGUATATUBA	0	A	Ampla concorrência	20	20	596.44
FÍSICA	Licenciatura	Noturno	SP	Piracicaba	IFSP	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO	IFSP - CAMPUS PIRACICABA	0	A	Ampla concorrência	20	20	654.17
FÍSICA	Licenciatura	Noturno	SP	Registro	IFSP	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO	IFSP - CAMPUS REGISTRO	0	A	Ampla concorrência	20	20	580.54
FÍSICA	Licenciatura	Matutino	SP	São Paulo	IFSP	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO	IFSP - CAMPUS SÃO PAULO	0	A	Ampla concorrência	20	20	672.46
FÍSICA	Licenciatura	Matutino	SP	Itapetininga	IFSP	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO	IFSP - CAMPUS ITAPETININGA	0	A	Ampla concorrência	20	20	592.50
FÍSICA	Licenciatura	Noturno	SP	Votuporanga	IFSP	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO	CAMPUS VOTUPORANGA	0	A	Ampla concorrência	20	20	578.80
FÍSICA	Licenciatura	Noturno	SP	Birigui	IFSP	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO	IFSP - CAMPUS BIRIGUI	0	A	Ampla concorrência	20	20	559.68
GASTRONOMIA	Tecnológico	Matutino	SP	Avaré	IFSP	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO	IFSP - CAMPUS AVARÉ	0	A	Ampla concorrência	20	20	670.24
GEOGRAFIA	Licenciatura	Matutino	SP	São Paulo	IFSP	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO	IFSP - CAMPUS SÃO PAULO	0	A	Ampla concorrência	20	20	663.92
GESTÃO AMBIENTAL	Tecnológico	Matutino	SP	São Roque	IFSP	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO	IFSP - CAMPUS SÃO ROQUE	0	A	Ampla concorrência	20	20	632.90
GESTÃO DE PRODUÇÃO INDUSTRIAL	Tecnológico	Noturno	SP	Boituva	IFSP	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO	IFSP - CAMPUS BOITUVA	0	A	Ampla concorrência	20	20	595.56
GESTÃO DE RECURSOS HUMANOS	Tecnológico	Noturno	SP	Sertãozinho	IFSP	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO	IFSP - CAMPUS SERTÃOZINHO	0	A	Ampla concorrência	20	20	616.53
GESTÃO DE RECURSOS HUMANOS	Tecnológico	Noturno	SP	Sorocaba	IFSP	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO	IFSP - CAMPUS SOROCABA	0	A	Ampla concorrência	20	20	641.22
GESTÃO DE TURISMO	Tecnológico	Noturno	SP	São Paulo	IFSP	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO	IFSP - CAMPUS SÃO PAULO	0	A	Ampla concorrência	20	20	659.46
GESTÃO DE TURISMO	Tecnológico	Noturno	SP	Barretos	IFSP	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO	IFSP - CAMPUS BARRETOS	0	A	Ampla concorrência	20	20	576.08
GESTÃO DE TURISMO	Tecnológico	Noturno	SP	Campos do Jordão	IFSP	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO	IFSP - CAMPUS CAMPOS DO JORDÃO	0	A	Ampla concorrência	20	20	573.60
GESTÃO DE TURISMO	Tecnológico	Matutino	SP	São Paulo	IFSP	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO	IFSP - CAMPUS SÃO PAULO	0	A	Ampla concorrência	20	20	667.10
GESTÃO PÚBLICA	Tecnológico	Vespertino	SP	São Paulo	IFSP	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO	IFSP - CAMPUS PIRITUBA	0	A	Ampla concorrência	20	20	658.10
LETRAS	Licenciatura	Noturno	SP	Salto	IFSP	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO	IFSP - CAMPUS SALTO	0	A	Ampla concorrência	20	20	638.34
LETRAS	Licenciatura	Matutino	SP	São Paulo	IFSP	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO	IFSP - CAMPUS SÃO PAULO	0	A	Ampla concorrência	20	20	679.14
LETRAS - PORTUGUÊS	Licenciatura	Matutino	SP	Cubatão	IFSP	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO	CUBATÃO	0	A	Ampla concorrência	20	20	643.42
LETRAS - PORTUGUÊS E ESPANHOL	Licenciatura	Noturno	SP	Avaré	IFSP	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO	IFSP - CAMPUS AVARÉ	0	A	Ampla concorrência	20	20	593.54
LETRAS - PORTUGUÊS E INGLÊS	Licenciatura	Matutino	SP	Sertãozinho	IFSP	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO	IFSP - CAMPUS SERTÃOZINHO	0	A	Ampla concorrência	20	20	649.94
LETRAS - PORTUGUÊS E INGLÊS	Licenciatura	Noturno	SP	São Paulo	IFSP	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO	IFSP - CAMPUS PIRITUBA	0	A	Ampla concorrência	20	20	653.62
LOGÍSTICA	Tecnológico	Noturno	SP	Suzano	IFSP	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO	IFSP - CAMPUS SUZANO	0	A	Ampla concorrência	20	20	633.64
MANUTENÇÃO DE AERONAVES	Tecnológico	Matutino	SP	São Carlos	IFSP	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO	IFSP - CAMPUS SÃO CARLOS	0	A	Ampla concorrência	20	20	664.06
MATEMÁTICA	Licenciatura	Noturno	SP	Salto	IFSP	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO	IFSP - CAMPUS SALTO	0	A	Ampla concorrência	20	20	607.42
MATEMÁTICA	Licenciatura	Noturno	SP	Itapetininga	IFSP	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO	IFSP - CAMPUS ITAPETININGA	0	A	Ampla concorrência	20	20	595.76
MATEMÁTICA	Licenciatura	Noturno	SP	Hortolândia	IFSP	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO	IFSP - CAMPUS HORTOLÂNDIA	0	A	Ampla concorrência	20	20	643.12
MATEMÁTICA	Licenciatura	Matutino	SP	Guarulhos	IFSP	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO	IFSP - CAMPUS GUARULHOS	0	A	Ampla concorrência	20	20	637.56
MATEMÁTICA	Licenciatura	Matutino	SP	São José dos Campos	IFSP	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO	IFSP - CAMPUS SÃO JOSÉ DOS CAMPOS	0	A	Ampla concorrência	20	20	666.58
MATEMÁTICA	Licenciatura	Noturno	SP	Itaquaquecetuba	IFSP	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO	IFSP - CAMPUS ITAQUAQUECETUBA	0	A	Ampla concorrência	20	20	622.14
MATEMÁTICA	Licenciatura	Matutino	SP	Araraquara	IFSP	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO	IFSP - CAMPUS ARARAQUARA	0	A	Ampla concorrência	20	20	627.30
MATEMÁTICA	Licenciatura	Matutino	SP	Caraguatatuba	IFSP	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO	IFSP - CAMPUS CARAGUATATUBA	0	A	Ampla concorrência	20	20	585.38
MATEMÁTICA	Licenciatura	Matutino	SP	Bragança Paulista	IFSP	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO	IFSP - CAMPUS BRAGANÇA PAULISTA	0	A	Ampla concorrência	20	20	595.42
MATEMÁTICA	Licenciatura	Matutino	SP	São Paulo	IFSP	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO	IFSP - CAMPUS SÃO PAULO	0	A	Ampla concorrência	20	20	715.36
MATEMÁTICA	Licenciatura	Matutino	SP	Cubatão	IFSP	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO	CUBATÃO	0	A	Ampla concorrência	20	20	592.24
MATEMÁTICA	Licenciatura	Matutino	SP	Campos do Jordão	IFSP	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO	IFSP - CAMPUS CAMPOS DO JORDÃO	0	A	Ampla concorrência	20	20	602.10
MATEMÁTICA	Licenciatura	Noturno	SP	Birigui	IFSP	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO	IFSP - CAMPUS BIRIGUI	0	A	Ampla concorrência	20	20	573.24
MECATRÔNICA INDUSTRIAL	Tecnológico	Noturno	SP	Suzano	IFSP	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO	IFSP - CAMPUS SUZANO	0	A	Ampla concorrência	20	20	636.30
MECATRÔNICA INDUSTRIAL	Tecnológico	Noturno	SP	Birigui	IFSP	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO	IFSP - CAMPUS BIRIGUI	0	A	Ampla concorrência	20	20	602.62
PEDAGOGIA	Licenciatura	Matutino	SP	Boituva	IFSP	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO	IFSP - CAMPUS BOITUVA	0	A	Ampla concorrência	20	20	613.92
PEDAGOGIA	Licenciatura	Matutino	SP	Sorocaba	IFSP	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO	IFSP - CAMPUS SOROCABA	0	A	Ampla concorrência	20	20	635.92
PEDAGOGIA	Licenciatura	Matutino	SP	Jacareí	IFSP	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO	IFSP - CAMPUS JACAREÍ	0	A	Ampla concorrência	20	20	619.24
PEDAGOGIA	Licenciatura	Noturno	SP	Campos do Jordão	IFSP	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO	IFSP - CAMPUS CAMPOS DO JORDÃO	0	A	Ampla concorrência	20	20	614.02
PEDAGOGIA	Licenciatura	Noturno	SP	Presidente Epitácio	IFSP	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO	PRESIDENTE EPITÁCIO	0	A	Ampla concorrência	20	20	590.92
PROCESSOS GERENCIAIS	Tecnológico	Noturno	SP	São João da Boa Vista	IFSP	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO	IFSP - CAMPUS SÃO JOÃO DA BOA VISTA	0	A	Ampla concorrência	20	20	589.18
