no_curso	no_grau	no_turno	no_campus	sg_uf_campus	no_municipio_campus	no_ies	sg_ies	co_concorrencia	tp_mod_concorrencia	no_concorrencia	qt_vagas	qt_vagas_concorrencia	nu_nota_corte
ARTES	Licenciatura	Matutino	PR	Matinhos	UFPR	UNIVERSIDADE FEDERAL DO PARANÁ	CAMPUS LITORAL	0	A	Ampla concorrência	3	3	647.20
ARTES VISUAIS	Licenciatura	Matutino	PR	Curitiba	UFPR	UNIVERSIDADE FEDERAL DO PARANÁ	CAMPUS BATEL	0	A	Ampla concorrência	1	1	723.92
ARTES VISUAIS	Bacharelado	Matutino	PR	Curitiba	UFPR	UNIVERSIDADE FEDERAL DO PARANÁ	CAMPUS BATEL	0	A	Ampla concorrência	1	1	725.98
BIOMEDICINA	Bacharelado	Integral	PR	Curitiba	UFPR	UNIVERSIDADE FEDERAL DO PARANÁ	CAMPUS CENTRO POLITÉCNICO	0	A	Ampla concorrência	3	3	750.28
CIÊNCIA DA COMPUTAÇÃO	Bacharelado	Integral	PR	Curitiba	UFPR	UNIVERSIDADE FEDERAL DO PARANÁ	CAMPUS CENTRO POLITÉCNICO	0	A	Ampla concorrência	8	8	738.88
CIÊNCIAS	Licenciatura	Noturno	PR	Matinhos	UFPR	UNIVERSIDADE FEDERAL DO PARANÁ	CAMPUS LITORAL	0	A	Ampla concorrência	3	3	604.68
CIÊNCIAS CONTÁBEIS	Bacharelado	Noturno	PR	Curitiba	UFPR	UNIVERSIDADE FEDERAL DO PARANÁ	CAMPUS JARDIM BOTÂNICO	0	A	Ampla concorrência	12	12	697.68
CIÊNCIAS ECONÔMICAS	Bacharelado	Matutino	PR	Curitiba	UFPR	UNIVERSIDADE FEDERAL DO PARANÁ	CAMPUS JARDIM BOTÂNICO	0	A	Ampla concorrência	8	8	755.66
CIÊNCIAS ECONÔMICAS	Bacharelado	Noturno	PR	Curitiba	UFPR	UNIVERSIDADE FEDERAL DO PARANÁ	CAMPUS JARDIM BOTÂNICO	0	A	Ampla concorrência	9	9	730.74
COMPUTAÇÃO	Licenciatura	Noturno	PR	Palotina	UFPR	UNIVERSIDADE FEDERAL DO PARANÁ	CAMPUS PALOTINA	0	A	Ampla concorrência	5	5	606.60
COMPUTAÇÃO	Licenciatura	Vespertino	PR	Jandaia do Sul	UFPR	UNIVERSIDADE FEDERAL DO PARANÁ	CAMPUS JANDAIA DO SUL	0	A	Ampla concorrência	5	5	606.08
COMUNICAÇÃO INSTITUCIONAL	Tecnológico	Matutino	PR	Curitiba	UFPR	UNIVERSIDADE FEDERAL DO PARANÁ	CAMPUS CENTRO POLITÉCNICO	0	A	Ampla concorrência	4	4	665.68
DIREITO	Bacharelado	Noturno	PR	Curitiba	UFPR	UNIVERSIDADE FEDERAL DO PARANÁ	SANTOS ANDRADE	0	A	Ampla concorrência	10	10	754.80
DIREITO	Bacharelado	Matutino	PR	Curitiba	UFPR	UNIVERSIDADE FEDERAL DO PARANÁ	SANTOS ANDRADE	0	A	Ampla concorrência	10	10	771.18
EDUCAÇÃO FÍSICA	Licenciatura	Noturno	PR	Matinhos	UFPR	UNIVERSIDADE FEDERAL DO PARANÁ	CAMPUS LITORAL	0	A	Ampla concorrência	3	3	655.68
EDUCAÇÃO FÍSICA	Bacharelado	Integral	PR	Curitiba	UFPR	UNIVERSIDADE FEDERAL DO PARANÁ	CAMPUS JARDIM BOTÂNICO	0	A	Ampla concorrência	7	7	679.96
EDUCAÇÃO FÍSICA	Licenciatura	Integral	PR	Curitiba	UFPR	UNIVERSIDADE FEDERAL DO PARANÁ	CAMPUS JARDIM BOTÂNICO	0	A	Ampla concorrência	7	7	675.44
ENGENHARIA AGRÍCOLA	Bacharelado	Matutino	PR	Jandaia do Sul	UFPR	UNIVERSIDADE FEDERAL DO PARANÁ	CAMPUS JANDAIA DO SUL	0	A	Ampla concorrência	5	5	646.94
ENGENHARIA AMBIENTAL	Bacharelado	Integral	PR	Curitiba	UFPR	UNIVERSIDADE FEDERAL DO PARANÁ	CAMPUS CENTRO POLITÉCNICO	0	A	Ampla concorrência	6	6	712.36
ENGENHARIA AMBIENTAL E SANITÁRIA	Bacharelado	Vespertino	PR	Pontal do Paraná	UFPR	UNIVERSIDADE FEDERAL DO PARANÁ	CAMPUS PONTAL DO SUL	0	A	Ampla concorrência	4	4	680.46
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA	Bacharelado	Integral	PR	Curitiba	UFPR	UNIVERSIDADE FEDERAL DO PARANÁ	CAMPUS CENTRO POLITÉCNICO	0	A	Ampla concorrência	4	4	690.46
ENGENHARIA CIVIL	Bacharelado	Vespertino	PR	Pontal do Paraná	UFPR	UNIVERSIDADE FEDERAL DO PARANÁ	CAMPUS PONTAL DO SUL	0	A	Ampla concorrência	4	4	719.54
ENGENHARIA CIVIL	Bacharelado	Integral	PR	Curitiba	UFPR	UNIVERSIDADE FEDERAL DO PARANÁ	CAMPUS CENTRO POLITÉCNICO	0	A	Ampla concorrência	16	16	735.70
ENGENHARIA DE ALIMENTOS	Bacharelado	Matutino	PR	Jandaia do Sul	UFPR	UNIVERSIDADE FEDERAL DO PARANÁ	CAMPUS JANDAIA DO SUL	0	A	Ampla concorrência	3	3	689.20
ENGENHARIA DE AQUICULTURA	Bacharelado	Integral	PR	Palotina	UFPR	UNIVERSIDADE FEDERAL DO PARANÁ	CAMPUS PALOTINA	0	A	Ampla concorrência	6	6	581.76
ENGENHARIA DE AQUICULTURA	Bacharelado	Matutino	PR	Pontal do Paraná	UFPR	UNIVERSIDADE FEDERAL DO PARANÁ	CAMPUS PONTAL DO SUL	0	A	Ampla concorrência	3	3	621.48
ENGENHARIA DE BIOPROCESSOS E BIOTECNOLOGIA	Bacharelado	Noturno	PR	Palotina	UFPR	UNIVERSIDADE FEDERAL DO PARANÁ	CAMPUS PALOTINA	0	A	Ampla concorrência	6	6	699.60
ENGENHARIA DE BIOPROCESSOS E BIOTECNOLOGIA	Bacharelado	Integral	PR	Curitiba	UFPR	UNIVERSIDADE FEDERAL DO PARANÁ	CAMPUS CENTRO POLITÉCNICO	0	A	Ampla concorrência	4	4	758.32
ENGENHARIA DE ENERGIAS RENOVÁVEIS	Bacharelado	Matutino	PR	Palotina	UFPR	UNIVERSIDADE FEDERAL DO PARANÁ	CAMPUS PALOTINA	0	A	Ampla concorrência	6	6	668.66
ENGENHARIA DE PRODUÇÃO	Bacharelado	Integral	PR	Curitiba	UFPR	UNIVERSIDADE FEDERAL DO PARANÁ	CAMPUS CENTRO POLITÉCNICO	0	A	Ampla concorrência	6	6	738.36
ENGENHARIA DE PRODUÇÃO	Bacharelado	Vespertino	PR	Jandaia do Sul	UFPR	UNIVERSIDADE FEDERAL DO PARANÁ	CAMPUS JANDAIA DO SUL	0	A	Ampla concorrência	5	5	697.92
ENGENHARIA ELÉTRICA	Bacharelado	Integral	PR	Curitiba	UFPR	UNIVERSIDADE FEDERAL DO PARANÁ	CAMPUS CENTRO POLITÉCNICO	0	A	Ampla concorrência	10	10	739.48
ENGENHARIA ELÉTRICA	Bacharelado	Noturno	PR	Curitiba	UFPR	UNIVERSIDADE FEDERAL DO PARANÁ	CAMPUS CENTRO POLITÉCNICO	0	A	Ampla concorrência	5	5	730.54
ENGENHARIA FLORESTAL	Bacharelado	Integral	PR	Curitiba	UFPR	UNIVERSIDADE FEDERAL DO PARANÁ	CAMPUS JARDIM BOTÂNICO	0	A	Ampla concorrência	8	8	677.00
ENGENHARIA INDUSTRIAL MADEIREIRA	Bacharelado	Integral	PR	Curitiba	UFPR	UNIVERSIDADE FEDERAL DO PARANÁ	CAMPUS JARDIM BOTÂNICO	0	A	Ampla concorrência	4	4	658.86
ENGENHARIA INDUSTRIAL MADEIREIRA	Bacharelado	Noturno	PR	Curitiba	UFPR	UNIVERSIDADE FEDERAL DO PARANÁ	CAMPUS JARDIM BOTÂNICO	0	A	Ampla concorrência	4	4	672.72
ENGENHARIA MECÂNICA	Bacharelado	Integral	PR	Curitiba	UFPR	UNIVERSIDADE FEDERAL DO PARANÁ	CAMPUS CENTRO POLITÉCNICO	0	A	Ampla concorrência	11	11	746.04
ENGENHARIA MECÂNICA	Bacharelado	Noturno	PR	Curitiba	UFPR	UNIVERSIDADE FEDERAL DO PARANÁ	CAMPUS CENTRO POLITÉCNICO	0	A	Ampla concorrência	9	9	738.82
ENGENHARIA QUÍMICA	Bacharelado	Integral	PR	Curitiba	UFPR	UNIVERSIDADE FEDERAL DO PARANÁ	CAMPUS CENTRO POLITÉCNICO	0	A	Ampla concorrência	11	11	745.86
EXPRESSÃO GRÁFICA	Bacharelado	Integral	PR	Curitiba	UFPR	UNIVERSIDADE FEDERAL DO PARANÁ	CAMPUS CENTRO POLITÉCNICO	0	A	Ampla concorrência	4	4	683.00
FARMÁCIA	Bacharelado	Integral	PR	Curitiba	UFPR	UNIVERSIDADE FEDERAL DO PARANÁ	CAMPUS JARDIM BOTÂNICO	0	A	Ampla concorrência	11	11	734.10
FÍSICA	Bacharelado	Matutino	PR	Curitiba	UFPR	UNIVERSIDADE FEDERAL DO PARANÁ	CAMPUS CENTRO POLITÉCNICO	0	A	Ampla concorrência	7	7	717.50
FÍSICA	Licenciatura	Noturno	PR	Curitiba	UFPR	UNIVERSIDADE FEDERAL DO PARANÁ	CAMPUS CENTRO POLITÉCNICO	0	A	Ampla concorrência	9	9	674.76
FISIOTERAPIA	Bacharelado	Integral	PR	Curitiba	UFPR	UNIVERSIDADE FEDERAL DO PARANÁ	CAMPUS CENTRO POLITÉCNICO	0	A	Ampla concorrência	5	5	719.68
GEOGRAFIA	Licenciatura	Noturno	PR	Matinhos	UFPR	UNIVERSIDADE FEDERAL DO PARANÁ	CAMPUS LITORAL	0	A	Ampla concorrência	3	3	656.64
GEOLOGIA	Bacharelado	Integral	PR	Curitiba	UFPR	UNIVERSIDADE FEDERAL DO PARANÁ	CAMPUS CENTRO POLITÉCNICO	0	A	Ampla concorrência	3	3	690.46
GESTÃO AMBIENTAL	Bacharelado	Matutino	PR	Matinhos	UFPR	UNIVERSIDADE FEDERAL DO PARANÁ	CAMPUS LITORAL	0	A	Ampla concorrência	4	4	679.84
GESTÃO DA INFORMAÇÃO	Bacharelado	Matutino	PR	Curitiba	UFPR	UNIVERSIDADE FEDERAL DO PARANÁ	CAMPUS JARDIM BOTÂNICO	0	A	Ampla concorrência	6	6	688.86
GESTÃO DA QUALIDADE	Tecnológico	Noturno	PR	Curitiba	UFPR	UNIVERSIDADE FEDERAL DO PARANÁ	CAMPUS CENTRO POLITÉCNICO	0	A	Ampla concorrência	4	4	664.98
GESTÃO DE TURISMO	Tecnológico	Noturno	PR	Matinhos	UFPR	UNIVERSIDADE FEDERAL DO PARANÁ	CAMPUS LITORAL	0	A	Ampla concorrência	3	3	636.22
GESTÃO E EMPREENDEDORISMO	Bacharelado	Noturno	PR	Matinhos	UFPR	UNIVERSIDADE FEDERAL DO PARANÁ	CAMPUS LITORAL	0	A	Ampla concorrência	3	3	647.82
GESTÃO IMOBILIÁRIA	Tecnológico	Noturno	PR	Matinhos	UFPR	UNIVERSIDADE FEDERAL DO PARANÁ	CAMPUS LITORAL	0	A	Ampla concorrência	3	3	609.54
GESTÃO PÚBLICA	Tecnológico	Noturno	PR	Curitiba	UFPR	UNIVERSIDADE FEDERAL DO PARANÁ	CAMPUS CENTRO POLITÉCNICO	0	A	Ampla concorrência	4	4	675.84
HISTÓRIA - MEMÓRIA E IMAGEM	Bacharelado	Noturno	PR	Curitiba	UFPR	UNIVERSIDADE FEDERAL DO PARANÁ	CAMPUS CENTRO - REITORIA	0	A	Ampla concorrência	4	4	704.26
INFORMÁTICA BIOMÉDICA	Bacharelado	Integral	PR	Curitiba	UFPR	UNIVERSIDADE FEDERAL DO PARANÁ	CAMPUS CENTRO POLITÉCNICO	0	A	Ampla concorrência	3	3	705.24
JORNALISMO	Bacharelado	Integral	PR	Curitiba	UFPR	UNIVERSIDADE FEDERAL DO PARANÁ	CAMPUS JUVEVÊ	0	A	Ampla concorrência	3	3	743.82
LUTERIA	Tecnológico	Integral	PR	Curitiba	UFPR	UNIVERSIDADE FEDERAL DO PARANÁ	CAMPUS CENTRO - REITORIA	0	A	Ampla concorrência	3	3	663.80
MATEMÁTICA INDUSTRIAL	Bacharelado	Vespertino	PR	Curitiba	UFPR	UNIVERSIDADE FEDERAL DO PARANÁ	CAMPUS CENTRO POLITÉCNICO	0	A	Ampla concorrência	4	4	699.18
MEDICINA	Bacharelado	Integral	PR	Curitiba	UFPR	UNIVERSIDADE FEDERAL DO PARANÁ	CAMPUS CENTRO - REITORIA	0	A	Ampla concorrência	19	19	802.22
MEDICINA	Bacharelado	Integral	PR	Toledo	UFPR	UNIVERSIDADE FEDERAL DO PARANÁ	CAMPUS TOLEDO	0	A	Ampla concorrência	6	6	795.14
MEDICINA VETERINÁRIA	Bacharelado	Integral	PR	Palotina	UFPR	UNIVERSIDADE FEDERAL DO PARANÁ	CAMPUS PALOTINA	0	A	Ampla concorrência	8	8	713.50
MEDICINA VETERINÁRIA	Bacharelado	Integral	PR	Curitiba	UFPR	UNIVERSIDADE FEDERAL DO PARANÁ	CAMPUS AGRÁRIAS	0	A	Ampla concorrência	6	6	741.26
NEGÓCIOS IMOBILIÁRIOS	Tecnológico	Noturno	PR	Curitiba	UFPR	UNIVERSIDADE FEDERAL DO PARANÁ	CAMPUS CENTRO POLITÉCNICO	0	A	Ampla concorrência	4	4	638.06
NUTRIÇÃO	Bacharelado	Integral	PR	Curitiba	UFPR	UNIVERSIDADE FEDERAL DO PARANÁ	CAMPUS JARDIM BOTÂNICO	0	A	Ampla concorrência	6	6	733.00
OCEANOGRAFIA	Bacharelado	Integral	PR	Pontal do Paraná	UFPR	UNIVERSIDADE FEDERAL DO PARANÁ	CAMPUS PONTAL DO SUL	0	A	Ampla concorrência	4	4	694.62
ODONTOLOGIA	Bacharelado	Integral	PR	Curitiba	UFPR	UNIVERSIDADE FEDERAL DO PARANÁ	CAMPUS JARDIM BOTÂNICO	0	A	Ampla concorrência	9	9	743.08
PEDAGOGIA	Licenciatura	Matutino	PR	Curitiba	UFPR	UNIVERSIDADE FEDERAL DO PARANÁ	CAMPUS CENTRO - REITORIA	0	A	Ampla concorrência	7	7	674.48
PEDAGOGIA	Licenciatura	Noturno	PR	Curitiba	UFPR	UNIVERSIDADE FEDERAL DO PARANÁ	CAMPUS CENTRO - REITORIA	0	A	Ampla concorrência	10	10	664.58
PRODUÇÃO CÊNICA	Tecnológico	Noturno	PR	Curitiba	UFPR	UNIVERSIDADE FEDERAL DO PARANÁ	CAMPUS CENTRO - REITORIA	0	A	Ampla concorrência	4	4	686.22
PSICOLOGIA	Bacharelado	Integral	PR	Curitiba	UFPR	UNIVERSIDADE FEDERAL DO PARANÁ	SANTOS ANDRADE	0	A	Ampla concorrência	8	8	744.32
PUBLICIDADE E PROPAGANDA	Bacharelado	Integral	PR	Curitiba	UFPR	UNIVERSIDADE FEDERAL DO PARANÁ	CAMPUS JUVEVÊ	0	A	Ampla concorrência	3	3	724.56
QUÍMICA	Licenciatura	Noturno	PR	Curitiba	UFPR	UNIVERSIDADE FEDERAL DO PARANÁ	CAMPUS CENTRO POLITÉCNICO	0	A	Ampla concorrência	4	4	693.98
RELAÇÕES PÚBLICAS	Bacharelado	Integral	PR	Curitiba	UFPR	UNIVERSIDADE FEDERAL DO PARANÁ	CAMPUS JUVEVÊ	0	A	Ampla concorrência	3	3	704.52
SAÚDE COLETIVA	Bacharelado	Matutino	PR	Matinhos	UFPR	UNIVERSIDADE FEDERAL DO PARANÁ	CAMPUS LITORAL	0	A	Ampla concorrência	4	4	654.42
SECRETARIADO	Tecnológico	Noturno	PR	Curitiba	UFPR	UNIVERSIDADE FEDERAL DO PARANÁ	CAMPUS CENTRO POLITÉCNICO	0	A	Ampla concorrência	5	5	653.00
SERVIÇO SOCIAL	Bacharelado	Noturno	PR	Matinhos	UFPR	UNIVERSIDADE FEDERAL DO PARANÁ	CAMPUS LITORAL	0	A	Ampla concorrência	3	3	670.40
TERAPIA OCUPACIONAL	Bacharelado	Noturno	PR	Curitiba	UFPR	UNIVERSIDADE FEDERAL DO PARANÁ	CAMPUS JARDIM BOTÂNICO	0	A	Ampla concorrência	6	6	675.06
TERAPIA OCUPACIONAL	Bacharelado	Integral	PR	Curitiba	UFPR	UNIVERSIDADE FEDERAL DO PARANÁ	CAMPUS JARDIM BOTÂNICO	0	A	Ampla concorrência	6	6	695.92
TURISMO	Bacharelado	Noturno	PR	Curitiba	UFPR	UNIVERSIDADE FEDERAL DO PARANÁ	CAMPUS CENTRO - REITORIA	0	A	Ampla concorrência	4	4	670.82
ZOOTECNIA	Bacharelado	Integral	PR	Curitiba	UFPR	UNIVERSIDADE FEDERAL DO PARANÁ	CAMPUS AGRÁRIAS	0	A	Ampla concorrência	6	6	674.08
ABI - ARTES CÊNICAS	Área Básica de Ingresso (ABI)	Integral	RS	Santa Maria	UFSM	UNIVERSIDADE FEDERAL DE SANTA MARIA	CAMPUS  - SANTA MARIA - CAMOBI	0	A	Ampla concorrência	10	10	691.83
ABI - CIÊNCIAS BIOLÓGICAS	Área Básica de Ingresso (ABI)	Integral	RS	Santa Maria	UFSM	UNIVERSIDADE FEDERAL DE SANTA MARIA	CAMPUS  - SANTA MARIA - CAMOBI	0	A	Ampla concorrência	22	22	668.34
ADMINISTRAÇÃO	Bacharelado	Integral	RS	Santa Maria	UFSM	UNIVERSIDADE FEDERAL DE SANTA MARIA	CAMPUS  - SANTA MARIA - CAMOBI	0	A	Ampla concorrência	30	30	668.38
ADMINISTRAÇÃO	Bacharelado	Matutino	RS	Palmeira das Missões	UFSM	UNIVERSIDADE FEDERAL DE SANTA MARIA	CAMPUS DE PALMEIRA DAS MISSÕES	0	A	Ampla concorrência	27	27	616.52
AGRONEGÓCIO	Tecnológico	Matutino	RS	Santa Maria	UFSM	UNIVERSIDADE FEDERAL DE SANTA MARIA	CAMPUS  - SANTA MARIA - CAMOBI	0	A	Ampla concorrência	25	25	591.76
AGRONOMIA	Bacharelado	Integral	RS	Santa Maria	UFSM	UNIVERSIDADE FEDERAL DE SANTA MARIA	CAMPUS  - SANTA MARIA - CAMOBI	0	A	Ampla concorrência	30	30	660.04
AGRONOMIA	Bacharelado	Integral	RS	Frederico Westphalen	UFSM	UNIVERSIDADE FEDERAL DE SANTA MARIA	CAMPUS DE FREDERICO WESTPHALEN	0	A	Ampla concorrência	30	30	622.28
ALIMENTOS	Tecnológico	Integral	RS	Santa Maria	UFSM	UNIVERSIDADE FEDERAL DE SANTA MARIA	CAMPUS  - SANTA MARIA - CAMOBI	0	A	Ampla concorrência	25	25	566.80
ARQUITETURA E URBANISMO	Bacharelado	Integral	RS	Santa Maria	UFSM	UNIVERSIDADE FEDERAL DE SANTA MARIA	CAMPUS  - SANTA MARIA - CAMOBI	0	A	Ampla concorrência	15	15	717.60
ARQUITETURA E URBANISMO	Bacharelado	Noturno	RS	Cachoeira do Sul	UFSM	UNIVERSIDADE FEDERAL DE SANTA MARIA	CAMPUS DE CACHOEIRA DO SUL	0	A	Ampla concorrência	15	15	691.68
ARQUIVOLOGIA	Bacharelado	Integral	RS	Santa Maria	UFSM	UNIVERSIDADE FEDERAL DE SANTA MARIA	CAMPUS  - SANTA MARIA - CAMOBI	0	A	Ampla concorrência	15	15	583.74
ARTES VISUAIS	Bacharelado	Integral	RS	Santa Maria	UFSM	UNIVERSIDADE FEDERAL DE SANTA MARIA	CAMPUS  - SANTA MARIA - CAMOBI	0	A	Ampla concorrência	16	16	682.27
ARTES VISUAIS	Licenciatura	Integral	RS	Santa Maria	UFSM	UNIVERSIDADE FEDERAL DE SANTA MARIA	CAMPUS  - SANTA MARIA - CAMOBI	0	A	Ampla concorrência	9	9	658.58
CIÊNCIA DA COMPUTAÇÃO	Bacharelado	Integral	RS	Santa Maria	UFSM	UNIVERSIDADE FEDERAL DE SANTA MARIA	CAMPUS  - SANTA MARIA - CAMOBI	0	A	Ampla concorrência	20	20	732.92
CIÊNCIAS BIOLÓGICAS	Licenciatura	Matutino	RS	Palmeira das Missões	UFSM	UNIVERSIDADE FEDERAL DE SANTA MARIA	CAMPUS DE PALMEIRA DAS MISSÕES	0	A	Ampla concorrência	25	25	601.84
CIÊNCIAS CONTÁBEIS	Bacharelado	Noturno	RS	Santa Maria	UFSM	UNIVERSIDADE FEDERAL DE SANTA MARIA	CAMPUS  - SANTA MARIA - CAMOBI	0	A	Ampla concorrência	21	21	663.97
CIÊNCIAS ECONÔMICAS	Bacharelado	Noturno	RS	Palmeira das Missões	UFSM	UNIVERSIDADE FEDERAL DE SANTA MARIA	CAMPUS DE PALMEIRA DAS MISSÕES	0	A	Ampla concorrência	25	25	649.62
CIÊNCIAS ECONÔMICAS	Bacharelado	Integral	RS	Santa Maria	UFSM	UNIVERSIDADE FEDERAL DE SANTA MARIA	CAMPUS  - SANTA MARIA - CAMOBI	0	A	Ampla concorrência	20	20	696.71
CIÊNCIAS SOCIAIS	Licenciatura	Noturno	RS	Santa Maria	UFSM	UNIVERSIDADE FEDERAL DE SANTA MARIA	CAMPUS  - SANTA MARIA - CAMOBI	0	A	Ampla concorrência	20	20	602.34
CIÊNCIAS SOCIAIS	Bacharelado	Noturno	RS	Santa Maria	UFSM	UNIVERSIDADE FEDERAL DE SANTA MARIA	CAMPUS  - SANTA MARIA - CAMOBI	0	A	Ampla concorrência	20	20	650.03
COMUNICAÇÃO SOCIAL - PRODUÇÃO EDITORIAL	Bacharelado	Integral	RS	Santa Maria	UFSM	UNIVERSIDADE FEDERAL DE SANTA MARIA	CAMPUS  - SANTA MARIA - CAMOBI	0	A	Ampla concorrência	16	16	683.89
COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA	Bacharelado	Integral	RS	Santa Maria	UFSM	UNIVERSIDADE FEDERAL DE SANTA MARIA	CAMPUS  - SANTA MARIA - CAMOBI	0	A	Ampla concorrência	16	16	705.02
COMUNICAÇÃO SOCIAL - RELAÇÕES PÚBLICAS	Bacharelado	Integral	RS	Santa Maria	UFSM	UNIVERSIDADE FEDERAL DE SANTA MARIA	CAMPUS  - SANTA MARIA - CAMOBI	0	A	Ampla concorrência	16	16	693.58
DANÇA	Licenciatura	Integral	RS	Santa Maria	UFSM	UNIVERSIDADE FEDERAL DE SANTA MARIA	CAMPUS  - SANTA MARIA - CAMOBI	0	A	Ampla concorrência	7	7	641.92
DESENHO INDUSTRIAL	Bacharelado	Integral	RS	Santa Maria	UFSM	UNIVERSIDADE FEDERAL DE SANTA MARIA	CAMPUS  - SANTA MARIA - CAMOBI	0	A	Ampla concorrência	20	20	659.68
DIREITO	Bacharelado	Integral	RS	Santa Maria	UFSM	UNIVERSIDADE FEDERAL DE SANTA MARIA	CAMPUS SEDE	0	A	Ampla concorrência	20	20	730.78
EDUCAÇÃO ESPECIAL	Licenciatura	Integral	RS	Santa Maria	UFSM	UNIVERSIDADE FEDERAL DE SANTA MARIA	CAMPUS  - SANTA MARIA - CAMOBI	0	A	Ampla concorrência	25	25	591.24
EDUCAÇÃO FÍSICA	Licenciatura	Integral	RS	Santa Maria	UFSM	UNIVERSIDADE FEDERAL DE SANTA MARIA	CAMPUS  - SANTA MARIA - CAMOBI	0	A	Ampla concorrência	16	16	634.94
EDUCAÇÃO FÍSICA	Bacharelado	Integral	RS	Santa Maria	UFSM	UNIVERSIDADE FEDERAL DE SANTA MARIA	CAMPUS  - SANTA MARIA - CAMOBI	0	A	Ampla concorrência	16	16	663.00
ELETRÔNICA INDUSTRIAL	Tecnológico	Integral	RS	Santa Maria	UFSM	UNIVERSIDADE FEDERAL DE SANTA MARIA	CAMPUS  - SANTA MARIA - CAMOBI	0	A	Ampla concorrência	16	16	587.24
ENFERMAGEM	Bacharelado	Integral	RS	Santa Maria	UFSM	UNIVERSIDADE FEDERAL DE SANTA MARIA	CAMPUS  - SANTA MARIA - CAMOBI	0	A	Ampla concorrência	12	12	695.76
ENFERMAGEM	Bacharelado	Integral	RS	Palmeira das Missões	UFSM	UNIVERSIDADE FEDERAL DE SANTA MARIA	CAMPUS DE PALMEIRA DAS MISSÕES	0	A	Ampla concorrência	20	20	671.52
ENGENHARIA AEROESPACIAL	Bacharelado	Integral	RS	Santa Maria	UFSM	UNIVERSIDADE FEDERAL DE SANTA MARIA	CAMPUS  - SANTA MARIA - CAMOBI	0	A	Ampla concorrência	20	20	771.89
ENGENHARIA AGRÍCOLA	Bacharelado	Integral	RS	Cachoeira do Sul	UFSM	UNIVERSIDADE FEDERAL DE SANTA MARIA	CAMPUS DE CACHOEIRA DO SUL	0	A	Ampla concorrência	20	20	594.40
ENGENHARIA AMBIENTAL E SANITÁRIA	Bacharelado	Matutino	RS	Frederico Westphalen	UFSM	UNIVERSIDADE FEDERAL DE SANTA MARIA	CAMPUS DE FREDERICO WESTPHALEN	0	A	Ampla concorrência	30	30	585.00
ENGENHARIA CIVIL	Bacharelado	Integral	RS	Santa Maria	UFSM	UNIVERSIDADE FEDERAL DE SANTA MARIA	CAMPUS  - SANTA MARIA - CAMOBI	0	A	Ampla concorrência	19	19	724.39
ENGENHARIA DE TELECOMUNICAÇÕES	Bacharelado	Integral	RS	Santa Maria	UFSM	UNIVERSIDADE FEDERAL DE SANTA MARIA	CAMPUS  - SANTA MARIA - CAMOBI	0	A	Ampla concorrência	25	25	652.64
ENGENHARIA DE TRANSPORTES E LOGÍSTICA	Bacharelado	Noturno	RS	Cachoeira do Sul	UFSM	UNIVERSIDADE FEDERAL DE SANTA MARIA	CAMPUS DE CACHOEIRA DO SUL	0	A	Ampla concorrência	20	20	593.18
ENGENHARIA ELÉTRICA	Bacharelado	Integral	RS	Cachoeira do Sul	UFSM	UNIVERSIDADE FEDERAL DE SANTA MARIA	CAMPUS DE CACHOEIRA DO SUL	0	A	Ampla concorrência	20	20	669.25
ENGENHARIA ELÉTRICA	Bacharelado	Integral	RS	Santa Maria	UFSM	UNIVERSIDADE FEDERAL DE SANTA MARIA	CAMPUS  - SANTA MARIA - CAMOBI	0	A	Ampla concorrência	15	15	716.69
ENGENHARIA FLORESTAL	Bacharelado	Integral	RS	Santa Maria	UFSM	UNIVERSIDADE FEDERAL DE SANTA MARIA	CAMPUS  - SANTA MARIA - CAMOBI	0	A	Ampla concorrência	16	16	647.69
ENGENHARIA FLORESTAL	Bacharelado	Integral	RS	Frederico Westphalen	UFSM	UNIVERSIDADE FEDERAL DE SANTA MARIA	CAMPUS DE FREDERICO WESTPHALEN	0	A	Ampla concorrência	30	30	561.42
ENGENHARIA MECÂNICA	Bacharelado	Integral	RS	Santa Maria	UFSM	UNIVERSIDADE FEDERAL DE SANTA MARIA	CAMPUS  - SANTA MARIA - CAMOBI	0	A	Ampla concorrência	12	12	730.33
ENGENHARIA MECÂNICA	Bacharelado	Integral	RS	Cachoeira do Sul	UFSM	UNIVERSIDADE FEDERAL DE SANTA MARIA	CAMPUS DE CACHOEIRA DO SUL	0	A	Ampla concorrência	20	20	673.96
ENGENHARIA QUÍMICA	Bacharelado	Integral	RS	Santa Maria	UFSM	UNIVERSIDADE FEDERAL DE SANTA MARIA	CAMPUS  - SANTA MARIA - CAMOBI	0	A	Ampla concorrência	18	18	726.92
ESTATÍSTICA	Bacharelado	Noturno	RS	Santa Maria	UFSM	UNIVERSIDADE FEDERAL DE SANTA MARIA	CAMPUS  - SANTA MARIA - CAMOBI	0	A	Ampla concorrência	15	15	630.42
FABRICAÇÃO MECÂNICA	Tecnológico	Integral	RS	Santa Maria	UFSM	UNIVERSIDADE FEDERAL DE SANTA MARIA	CAMPUS  - SANTA MARIA - CAMOBI	0	A	Ampla concorrência	20	20	577.49
