no_curso	no_grau	no_turno	no_campus	sg_uf_campus	no_municipio_campus	no_ies	sg_ies	co_concorrencia	tp_mod_concorrencia	no_concorrencia	qt_vagas	qt_vagas_concorrencia	nu_nota_corte
ADMINISTRAÇÃO	Bacharelado	Noturno	PE	Caruaru	UFPE	UNIVERSIDADE FEDERAL DE PERNAMBUCO	CAMPUS DO AGRESTE CARUARU	0	A	Ampla concorrência	40	40	567.80
ARQUEOLOGIA	Bacharelado	Integral	PE	Recife	UFPE	UNIVERSIDADE FEDERAL DE PERNAMBUCO	CAMPUS UNIVERSITÁRIO CIDADE DO RECIFE	0	A	Ampla concorrência	15	15	664.71
ARQUITETURA E URBANISMO	Bacharelado	Integral	PE	Recife	UFPE	UNIVERSIDADE FEDERAL DE PERNAMBUCO	CAMPUS UNIVERSITÁRIO CIDADE DO RECIFE	0	A	Ampla concorrência	50	50	741.06
ARTES VISUAIS	Bacharelado	Matutino	PE	Recife	UFPE	UNIVERSIDADE FEDERAL DE PERNAMBUCO	CAMPUS UNIVERSITÁRIO CIDADE DO RECIFE	0	A	Ampla concorrência	10	10	740.59
ARTES VISUAIS	Licenciatura	Integral	PE	Recife	UFPE	UNIVERSIDADE FEDERAL DE PERNAMBUCO	CAMPUS UNIVERSITÁRIO CIDADE DO RECIFE	0	A	Ampla concorrência	17	17	699.63
BIBLIOTECONOMIA	Bacharelado	Vespertino	PE	Recife	UFPE	UNIVERSIDADE FEDERAL DE PERNAMBUCO	CAMPUS UNIVERSITÁRIO CIDADE DO RECIFE	0	A	Ampla concorrência	27	27	632.05
BIOMEDICINA	Bacharelado	Integral	PE	Recife	UFPE	UNIVERSIDADE FEDERAL DE PERNAMBUCO	CAMPUS UNIVERSITÁRIO CIDADE DO RECIFE	0	A	Ampla concorrência	60	60	726.80
CIÊNCIA DA COMPUTAÇÃO	Bacharelado	Integral	PE	Recife	UFPE	UNIVERSIDADE FEDERAL DE PERNAMBUCO	CAMPUS UNIVERSITÁRIO CIDADE DO RECIFE	0	A	Ampla concorrência	50	50	776.93
CIÊNCIA POLÍTICA	Bacharelado	Integral	PE	Recife	UFPE	UNIVERSIDADE FEDERAL DE PERNAMBUCO	CAMPUS UNIVERSITÁRIO CIDADE DO RECIFE	0	A	Ampla concorrência	25	25	675.36
CIÊNCIAS ATUARIAIS	Bacharelado	Integral	PE	Recife	UFPE	UNIVERSIDADE FEDERAL DE PERNAMBUCO	CAMPUS UNIVERSITÁRIO CIDADE DO RECIFE	0	A	Ampla concorrência	15	15	656.60
CIÊNCIAS BIOLÓGICAS	Licenciatura	Noturno	PE	Recife	UFPE	UNIVERSIDADE FEDERAL DE PERNAMBUCO	CAMPUS UNIVERSITÁRIO CIDADE DO RECIFE	0	A	Ampla concorrência	50	50	661.00
CIÊNCIAS BIOLÓGICAS	Bacharelado	Integral	PE	Recife	UFPE	UNIVERSIDADE FEDERAL DE PERNAMBUCO	CAMPUS UNIVERSITÁRIO CIDADE DO RECIFE	0	A	Ampla concorrência	50	50	673.75
CIÊNCIAS BIOLÓGICAS	Licenciatura	Noturno	PE	Vitória de Santo Antão	UFPE	UNIVERSIDADE FEDERAL DE PERNAMBUCO	CAMPUS VITÓRIA	0	A	Ampla concorrência	45	45	482.40
CIÊNCIAS BIOLÓGICAS - ÊNFASE EM CIÊNCIAS AMBIENTAIS	Bacharelado	Integral	PE	Recife	UFPE	UNIVERSIDADE FEDERAL DE PERNAMBUCO	CAMPUS UNIVERSITÁRIO CIDADE DO RECIFE	0	A	Ampla concorrência	40	40	644.72
CIÊNCIAS CONTÁBEIS	Bacharelado	Noturno	PE	Recife	UFPE	UNIVERSIDADE FEDERAL DE PERNAMBUCO	CAMPUS UNIVERSITÁRIO CIDADE DO RECIFE	0	A	Ampla concorrência	50	50	671.71
CIÊNCIAS CONTÁBEIS	Bacharelado	Vespertino	PE	Recife	UFPE	UNIVERSIDADE FEDERAL DE PERNAMBUCO	CAMPUS UNIVERSITÁRIO CIDADE DO RECIFE	0	A	Ampla concorrência	60	60	671.97
CIÊNCIAS ECONÔMICAS	Bacharelado	Noturno	PE	Recife	UFPE	UNIVERSIDADE FEDERAL DE PERNAMBUCO	CAMPUS UNIVERSITÁRIO CIDADE DO RECIFE	0	A	Ampla concorrência	30	30	716.06
CIÊNCIAS ECONÔMICAS	Bacharelado	Matutino	PE	Recife	UFPE	UNIVERSIDADE FEDERAL DE PERNAMBUCO	CAMPUS UNIVERSITÁRIO CIDADE DO RECIFE	0	A	Ampla concorrência	30	30	731.60
CIÊNCIAS ECONÔMICAS	Bacharelado	Noturno	PE	Caruaru	UFPE	UNIVERSIDADE FEDERAL DE PERNAMBUCO	CAMPUS DO AGRESTE CARUARU	0	A	Ampla concorrência	50	50	548.61
CIÊNCIAS SOCIAIS	Bacharelado	Vespertino	PE	Recife	UFPE	UNIVERSIDADE FEDERAL DE PERNAMBUCO	CAMPUS UNIVERSITÁRIO CIDADE DO RECIFE	0	A	Ampla concorrência	30	30	678.63
CIÊNCIAS SOCIAIS	Licenciatura	Noturno	PE	Recife	UFPE	UNIVERSIDADE FEDERAL DE PERNAMBUCO	CAMPUS UNIVERSITÁRIO CIDADE DO RECIFE	0	A	Ampla concorrência	30	30	659.79
CINEMA E AUDIOVISUAL	Bacharelado	Vespertino	PE	Recife	UFPE	UNIVERSIDADE FEDERAL DE PERNAMBUCO	CAMPUS UNIVERSITÁRIO CIDADE DO RECIFE	0	A	Ampla concorrência	25	25	724.34
COMUNICAÇÃO SOCIAL	Bacharelado	Integral	PE	Caruaru	UFPE	UNIVERSIDADE FEDERAL DE PERNAMBUCO	CAMPUS DO AGRESTE CARUARU	0	A	Ampla concorrência	20	20	563.74
DESIGN	Bacharelado	Integral	PE	Recife	UFPE	UNIVERSIDADE FEDERAL DE PERNAMBUCO	CAMPUS UNIVERSITÁRIO CIDADE DO RECIFE	0	A	Ampla concorrência	35	35	704.27
DESIGN	Bacharelado	Integral	PE	Caruaru	UFPE	UNIVERSIDADE FEDERAL DE PERNAMBUCO	CAMPUS DO AGRESTE CARUARU	0	A	Ampla concorrência	40	40	582.68
DESIGN	Bacharelado	Noturno	PE	Caruaru	UFPE	UNIVERSIDADE FEDERAL DE PERNAMBUCO	CAMPUS DO AGRESTE CARUARU	0	A	Ampla concorrência	40	40	566.99
DIREITO	Bacharelado	Matutino	PE	Recife	UFPE	UNIVERSIDADE FEDERAL DE PERNAMBUCO	CAMPUS UNIVERSITÁRIO CIDADE DO RECIFE	0	A	Ampla concorrência	50	50	757.69
DIREITO	Bacharelado	Noturno	PE	Recife	UFPE	UNIVERSIDADE FEDERAL DE PERNAMBUCO	CAMPUS UNIVERSITÁRIO CIDADE DO RECIFE	0	A	Ampla concorrência	75	75	747.86
EDUCAÇÃO FÍSICA	Licenciatura	Vespertino	PE	Vitória de Santo Antão	UFPE	UNIVERSIDADE FEDERAL DE PERNAMBUCO	CAMPUS VITÓRIA	0	A	Ampla concorrência	45	45	478.64
EDUCAÇÃO FÍSICA	Licenciatura	Integral	PE	Recife	UFPE	UNIVERSIDADE FEDERAL DE PERNAMBUCO	CAMPUS UNIVERSITÁRIO CIDADE DO RECIFE	0	A	Ampla concorrência	60	60	606.48
EDUCAÇÃO FÍSICA	Bacharelado	Matutino	PE	Vitória de Santo Antão	UFPE	UNIVERSIDADE FEDERAL DE PERNAMBUCO	CAMPUS VITÓRIA	0	A	Ampla concorrência	35	35	480.37
EDUCAÇÃO FÍSICA	Bacharelado	Integral	PE	Recife	UFPE	UNIVERSIDADE FEDERAL DE PERNAMBUCO	CAMPUS UNIVERSITÁRIO CIDADE DO RECIFE	0	A	Ampla concorrência	60	60	649.59
ENFERMAGEM	Bacharelado	Integral	PE	Recife	UFPE	UNIVERSIDADE FEDERAL DE PERNAMBUCO	CAMPUS UNIVERSITÁRIO CIDADE DO RECIFE	0	A	Ampla concorrência	40	40	717.90
ENFERMAGEM	Bacharelado	Integral	PE	Vitória de Santo Antão	UFPE	UNIVERSIDADE FEDERAL DE PERNAMBUCO	CAMPUS VITÓRIA	0	A	Ampla concorrência	30	30	547.58
ENGENHARIA BIOMÉDICA	Bacharelado	Integral	PE	Recife	UFPE	UNIVERSIDADE FEDERAL DE PERNAMBUCO	CAMPUS UNIVERSITÁRIO CIDADE DO RECIFE	0	A	Ampla concorrência	15	15	778.15
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA	Bacharelado	Noturno	PE	Recife	UFPE	UNIVERSIDADE FEDERAL DE PERNAMBUCO	CAMPUS UNIVERSITÁRIO CIDADE DO RECIFE	0	A	Ampla concorrência	15	15	626.41
ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA	Bacharelado	Integral	PE	Recife	UFPE	UNIVERSIDADE FEDERAL DE PERNAMBUCO	CAMPUS UNIVERSITÁRIO CIDADE DO RECIFE	0	A	Ampla concorrência	15	15	620.49
ENGENHARIA CIVIL	Bacharelado	Integral	PE	Caruaru	UFPE	UNIVERSIDADE FEDERAL DE PERNAMBUCO	CAMPUS DO AGRESTE CARUARU	0	A	Ampla concorrência	40	40	516.93
ENGENHARIA DA COMPUTAÇÃO	Bacharelado	Integral	PE	Recife	UFPE	UNIVERSIDADE FEDERAL DE PERNAMBUCO	CAMPUS UNIVERSITÁRIO CIDADE DO RECIFE	0	A	Ampla concorrência	50	50	784.95
ENGENHARIA DE MINAS	Bacharelado	Integral	PE	Recife	UFPE	UNIVERSIDADE FEDERAL DE PERNAMBUCO	CAMPUS UNIVERSITÁRIO CIDADE DO RECIFE	0	A	Ampla concorrência	25	25	614.75
ENGENHARIA DE PRODUÇÃO	Bacharelado	Integral	PE	Caruaru	UFPE	UNIVERSIDADE FEDERAL DE PERNAMBUCO	CAMPUS DO AGRESTE CARUARU	0	A	Ampla concorrência	40	40	490.11
ENGENHARIA DE PRODUÇÃO	Bacharelado	Integral	PE	Recife	UFPE	UNIVERSIDADE FEDERAL DE PERNAMBUCO	CAMPUS UNIVERSITÁRIO CIDADE DO RECIFE	0	A	Ampla concorrência	20	20	733.77
ESTATÍSTICA	Bacharelado	Integral	PE	Recife	UFPE	UNIVERSIDADE FEDERAL DE PERNAMBUCO	CAMPUS UNIVERSITÁRIO CIDADE DO RECIFE	0	A	Ampla concorrência	15	15	667.29
EXPRESSÃO GRÁFICA	Licenciatura	Integral	PE	Recife	UFPE	UNIVERSIDADE FEDERAL DE PERNAMBUCO	CAMPUS UNIVERSITÁRIO CIDADE DO RECIFE	0	A	Ampla concorrência	15	15	619.81
FARMÁCIA	Bacharelado	Integral	PE	Recife	UFPE	UNIVERSIDADE FEDERAL DE PERNAMBUCO	CAMPUS UNIVERSITÁRIO CIDADE DO RECIFE	0	A	Ampla concorrência	45	45	699.06
FILOSOFIA	Bacharelado	Vespertino	PE	Recife	UFPE	UNIVERSIDADE FEDERAL DE PERNAMBUCO	CAMPUS UNIVERSITÁRIO CIDADE DO RECIFE	0	A	Ampla concorrência	10	10	683.23
FILOSOFIA	Licenciatura	Vespertino	PE	Recife	UFPE	UNIVERSIDADE FEDERAL DE PERNAMBUCO	CAMPUS UNIVERSITÁRIO CIDADE DO RECIFE	0	A	Ampla concorrência	20	20	636.89
FÍSICA	Bacharelado	Integral	PE	Recife	UFPE	UNIVERSIDADE FEDERAL DE PERNAMBUCO	CAMPUS UNIVERSITÁRIO CIDADE DO RECIFE	0	A	Ampla concorrência	15	15	748.28
FÍSICA	Licenciatura	Noturno	PE	Caruaru	UFPE	UNIVERSIDADE FEDERAL DE PERNAMBUCO	CAMPUS DO AGRESTE CARUARU	0	A	Ampla concorrência	40	40	.00
FÍSICA	Licenciatura	Noturno	PE	Recife	UFPE	UNIVERSIDADE FEDERAL DE PERNAMBUCO	CAMPUS UNIVERSITÁRIO CIDADE DO RECIFE	0	A	Ampla concorrência	15	15	694.10
FISIOTERAPIA	Bacharelado	Integral	PE	Recife	UFPE	UNIVERSIDADE FEDERAL DE PERNAMBUCO	CAMPUS UNIVERSITÁRIO CIDADE DO RECIFE	0	A	Ampla concorrência	33	33	715.95
FONOAUDIOLOGIA	Bacharelado	Integral	PE	Recife	UFPE	UNIVERSIDADE FEDERAL DE PERNAMBUCO	CAMPUS UNIVERSITÁRIO CIDADE DO RECIFE	0	A	Ampla concorrência	15	15	699.58
GEOGRAFIA	Licenciatura	Matutino	PE	Recife	UFPE	UNIVERSIDADE FEDERAL DE PERNAMBUCO	CAMPUS UNIVERSITÁRIO CIDADE DO RECIFE	0	A	Ampla concorrência	30	30	649.66
GEOGRAFIA	Licenciatura	Noturno	PE	Recife	UFPE	UNIVERSIDADE FEDERAL DE PERNAMBUCO	CAMPUS UNIVERSITÁRIO CIDADE DO RECIFE	0	A	Ampla concorrência	30	30	643.47
GEOGRAFIA	Bacharelado	Vespertino	PE	Recife	UFPE	UNIVERSIDADE FEDERAL DE PERNAMBUCO	CAMPUS UNIVERSITÁRIO CIDADE DO RECIFE	0	A	Ampla concorrência	30	30	635.64
GEOLOGIA	Bacharelado	Integral	PE	Recife	UFPE	UNIVERSIDADE FEDERAL DE PERNAMBUCO	CAMPUS UNIVERSITÁRIO CIDADE DO RECIFE	0	A	Ampla concorrência	20	20	639.96
GESTÃO DA INFORMAÇÃO	Bacharelado	Noturno	PE	Recife	UFPE	UNIVERSIDADE FEDERAL DE PERNAMBUCO	CAMPUS UNIVERSITÁRIO CIDADE DO RECIFE	0	A	Ampla concorrência	27	27	677.81
HISTÓRIA	Licenciatura	Noturno	PE	Recife	UFPE	UNIVERSIDADE FEDERAL DE PERNAMBUCO	CAMPUS UNIVERSITÁRIO CIDADE DO RECIFE	0	A	Ampla concorrência	27	27	700.01
HISTÓRIA	Licenciatura	Vespertino	PE	Recife	UFPE	UNIVERSIDADE FEDERAL DE PERNAMBUCO	CAMPUS UNIVERSITÁRIO CIDADE DO RECIFE	0	A	Ampla concorrência	10	10	731.12
HISTÓRIA	Bacharelado	Vespertino	PE	Recife	UFPE	UNIVERSIDADE FEDERAL DE PERNAMBUCO	CAMPUS UNIVERSITÁRIO CIDADE DO RECIFE	0	A	Ampla concorrência	17	17	708.70
HOTELARIA	Bacharelado	Integral	PE	Recife	UFPE	UNIVERSIDADE FEDERAL DE PERNAMBUCO	CAMPUS UNIVERSITÁRIO CIDADE DO RECIFE	0	A	Ampla concorrência	15	15	610.11
JORNALISMO	Bacharelado	Vespertino	PE	Recife	UFPE	UNIVERSIDADE FEDERAL DE PERNAMBUCO	CAMPUS UNIVERSITÁRIO CIDADE DO RECIFE	0	A	Ampla concorrência	25	25	723.55
LETRAS	Bacharelado	Vespertino	PE	Recife	UFPE	UNIVERSIDADE FEDERAL DE PERNAMBUCO	CAMPUS UNIVERSITÁRIO CIDADE DO RECIFE	0	A	Ampla concorrência	15	15	677.25
LETRAS - ESPANHOL	Licenciatura	Noturno	PE	Recife	UFPE	UNIVERSIDADE FEDERAL DE PERNAMBUCO	CAMPUS UNIVERSITÁRIO CIDADE DO RECIFE	0	A	Ampla concorrência	15	15	630.31
LETRAS - ESPANHOL	Licenciatura	Matutino	PE	Recife	UFPE	UNIVERSIDADE FEDERAL DE PERNAMBUCO	CAMPUS UNIVERSITÁRIO CIDADE DO RECIFE	0	A	Ampla concorrência	15	15	650.82
LETRAS - FRANCÊS	Licenciatura	Vespertino	PE	Recife	UFPE	UNIVERSIDADE FEDERAL DE PERNAMBUCO	CAMPUS UNIVERSITÁRIO CIDADE DO RECIFE	0	A	Ampla concorrência	7	7	647.02
LETRAS - INGLÊS	Licenciatura	Matutino	PE	Recife	UFPE	UNIVERSIDADE FEDERAL DE PERNAMBUCO	CAMPUS UNIVERSITÁRIO CIDADE DO RECIFE	0	A	Ampla concorrência	15	15	681.62
LETRAS - PORTUGUÊS	Licenciatura	Vespertino	PE	Recife	UFPE	UNIVERSIDADE FEDERAL DE PERNAMBUCO	CAMPUS UNIVERSITÁRIO CIDADE DO RECIFE	0	A	Ampla concorrência	30	30	677.00
LETRAS - PORTUGUÊS	Licenciatura	Noturno	PE	Recife	UFPE	UNIVERSIDADE FEDERAL DE PERNAMBUCO	CAMPUS UNIVERSITÁRIO CIDADE DO RECIFE	0	A	Ampla concorrência	15	15	692.31
MATEMÁTICA	Licenciatura	Noturno	PE	Recife	UFPE	UNIVERSIDADE FEDERAL DE PERNAMBUCO	CAMPUS UNIVERSITÁRIO CIDADE DO RECIFE	0	A	Ampla concorrência	20	20	703.43
MATEMÁTICA	Bacharelado	Integral	PE	Recife	UFPE	UNIVERSIDADE FEDERAL DE PERNAMBUCO	CAMPUS UNIVERSITÁRIO CIDADE DO RECIFE	0	A	Ampla concorrência	15	15	732.31
MATEMÁTICA	Licenciatura	Noturno	PE	Caruaru	UFPE	UNIVERSIDADE FEDERAL DE PERNAMBUCO	CAMPUS DO AGRESTE CARUARU	0	A	Ampla concorrência	40	40	512.67
MEDICINA	Bacharelado	Integral	PE	Recife	UFPE	UNIVERSIDADE FEDERAL DE PERNAMBUCO	CAMPUS UNIVERSITÁRIO CIDADE DO RECIFE	0	A	Ampla concorrência	70	70	788.36
MEDICINA	Bacharelado	Integral	PE	Caruaru	UFPE	UNIVERSIDADE FEDERAL DE PERNAMBUCO	CAMPUS DO AGRESTE CARUARU	0	A	Ampla concorrência	40	40	706.11
MUSEOLOGIA	Bacharelado	Noturno	PE	Recife	UFPE	UNIVERSIDADE FEDERAL DE PERNAMBUCO	CAMPUS UNIVERSITÁRIO CIDADE DO RECIFE	0	A	Ampla concorrência	15	15	634.04
NUTRIÇÃO	Bacharelado	Matutino	PE	Vitória de Santo Antão	UFPE	UNIVERSIDADE FEDERAL DE PERNAMBUCO	CAMPUS VITÓRIA	0	A	Ampla concorrência	30	30	566.47
NUTRIÇÃO	Bacharelado	Integral	PE	Recife	UFPE	UNIVERSIDADE FEDERAL DE PERNAMBUCO	CAMPUS UNIVERSITÁRIO CIDADE DO RECIFE	0	A	Ampla concorrência	30	30	697.10
OCEANOGRAFIA	Bacharelado	Integral	PE	Recife	UFPE	UNIVERSIDADE FEDERAL DE PERNAMBUCO	CAMPUS UNIVERSITÁRIO CIDADE DO RECIFE	0	A	Ampla concorrência	12	12	669.72
ODONTOLOGIA	Bacharelado	Noturno	PE	Recife	UFPE	UNIVERSIDADE FEDERAL DE PERNAMBUCO	CAMPUS UNIVERSITÁRIO CIDADE DO RECIFE	0	A	Ampla concorrência	20	20	738.76
ODONTOLOGIA	Bacharelado	Integral	PE	Recife	UFPE	UNIVERSIDADE FEDERAL DE PERNAMBUCO	CAMPUS UNIVERSITÁRIO CIDADE DO RECIFE	0	A	Ampla concorrência	50	50	742.87
PEDAGOGIA	Licenciatura	Vespertino	PE	Recife	UFPE	UNIVERSIDADE FEDERAL DE PERNAMBUCO	CAMPUS UNIVERSITÁRIO CIDADE DO RECIFE	0	A	Ampla concorrência	25	25	619.11
PEDAGOGIA	Licenciatura	Matutino	PE	Recife	UFPE	UNIVERSIDADE FEDERAL DE PERNAMBUCO	CAMPUS UNIVERSITÁRIO CIDADE DO RECIFE	0	A	Ampla concorrência	50	50	635.66
PEDAGOGIA	Licenciatura	Noturno	PE	Recife	UFPE	UNIVERSIDADE FEDERAL DE PERNAMBUCO	CAMPUS UNIVERSITÁRIO CIDADE DO RECIFE	0	A	Ampla concorrência	50	50	625.87
PEDAGOGIA	Licenciatura	Noturno	PE	Caruaru	UFPE	UNIVERSIDADE FEDERAL DE PERNAMBUCO	CAMPUS DO AGRESTE CARUARU	0	A	Ampla concorrência	40	40	533.11
PSICOLOGIA	Bacharelado	Integral	PE	Recife	UFPE	UNIVERSIDADE FEDERAL DE PERNAMBUCO	CAMPUS UNIVERSITÁRIO CIDADE DO RECIFE	0	A	Ampla concorrência	40	40	723.42
PUBLICIDADE E PROPAGANDA	Bacharelado	Matutino	PE	Recife	UFPE	UNIVERSIDADE FEDERAL DE PERNAMBUCO	CAMPUS UNIVERSITÁRIO CIDADE DO RECIFE	0	A	Ampla concorrência	22	22	713.31
QUÍMICA	Licenciatura	Noturno	PE	Caruaru	UFPE	UNIVERSIDADE FEDERAL DE PERNAMBUCO	CAMPUS DO AGRESTE CARUARU	0	A	Ampla concorrência	40	40	473.28
QUÍMICA	Licenciatura	Noturno	PE	Recife	UFPE	UNIVERSIDADE FEDERAL DE PERNAMBUCO	CAMPUS UNIVERSITÁRIO CIDADE DO RECIFE	0	A	Ampla concorrência	15	15	639.21
QUÍMICA	Bacharelado	Integral	PE	Recife	UFPE	UNIVERSIDADE FEDERAL DE PERNAMBUCO	CAMPUS UNIVERSITÁRIO CIDADE DO RECIFE	0	A	Ampla concorrência	10	10	674.26
QUÍMICA INDUSTRIAL	Bacharelado	Noturno	PE	Recife	UFPE	UNIVERSIDADE FEDERAL DE PERNAMBUCO	CAMPUS UNIVERSITÁRIO CIDADE DO RECIFE	0	A	Ampla concorrência	20	20	649.67
RÁDIO, TV E INTERNET	Bacharelado	Matutino	PE	Recife	UFPE	UNIVERSIDADE FEDERAL DE PERNAMBUCO	CAMPUS UNIVERSITÁRIO CIDADE DO RECIFE	0	A	Ampla concorrência	15	15	695.09
SAÚDE COLETIVA	Bacharelado	Noturno	PE	Vitória de Santo Antão	UFPE	UNIVERSIDADE FEDERAL DE PERNAMBUCO	CAMPUS VITÓRIA	0	A	Ampla concorrência	30	30	528.23
SECRETARIADO EXECUTIVO	Bacharelado	Noturno	PE	Recife	UFPE	UNIVERSIDADE FEDERAL DE PERNAMBUCO	CAMPUS UNIVERSITÁRIO CIDADE DO RECIFE	0	A	Ampla concorrência	60	60	616.86
SERVIÇO SOCIAL	Bacharelado	Matutino	PE	Recife	UFPE	UNIVERSIDADE FEDERAL DE PERNAMBUCO	CAMPUS UNIVERSITÁRIO CIDADE DO RECIFE	0	A	Ampla concorrência	30	30	665.39
SERVIÇO SOCIAL	Bacharelado	Vespertino	PE	Recife	UFPE	UNIVERSIDADE FEDERAL DE PERNAMBUCO	CAMPUS UNIVERSITÁRIO CIDADE DO RECIFE	0	A	Ampla concorrência	30	30	655.33
SISTEMAS DE INFORMAÇÃO	Bacharelado	Integral	PE	Recife	UFPE	UNIVERSIDADE FEDERAL DE PERNAMBUCO	CAMPUS UNIVERSITÁRIO CIDADE DO RECIFE	0	A	Ampla concorrência	35	35	753.53
TEATRO	Licenciatura	Integral	PE	Recife	UFPE	UNIVERSIDADE FEDERAL DE PERNAMBUCO	CAMPUS UNIVERSITÁRIO CIDADE DO RECIFE	0	A	Ampla concorrência	17	17	700.28
TERAPIA OCUPACIONAL	Bacharelado	Integral	PE	Recife	UFPE	UNIVERSIDADE FEDERAL DE PERNAMBUCO	CAMPUS UNIVERSITÁRIO CIDADE DO RECIFE	0	A	Ampla concorrência	18	18	678.34
TURISMO	Bacharelado	Noturno	PE	Recife	UFPE	UNIVERSIDADE FEDERAL DE PERNAMBUCO	CAMPUS UNIVERSITÁRIO CIDADE DO RECIFE	0	A	Ampla concorrência	17	17	640.29
TURISMO	Bacharelado	Vespertino	PE	Recife	UFPE	UNIVERSIDADE FEDERAL DE PERNAMBUCO	CAMPUS UNIVERSITÁRIO CIDADE DO RECIFE	0	A	Ampla concorrência	17	17	666.51
ABI - CIÊNCIAS BIOLÓGICAS	Área Básica de Ingresso (ABI)	Matutino	PR	Curitiba	UFPR	UNIVERSIDADE FEDERAL DO PARANÁ	CAMPUS CENTRO POLITÉCNICO	0	A	Ampla concorrência	6	6	713.28
ABI - CIÊNCIAS BIOLÓGICAS	Área Básica de Ingresso (ABI)	Noturno	PR	Curitiba	UFPR	UNIVERSIDADE FEDERAL DO PARANÁ	CAMPUS CENTRO POLITÉCNICO	0	A	Ampla concorrência	6	6	702.18
ABI - CIÊNCIAS BIOLÓGICAS	Área Básica de Ingresso (ABI)	Integral	PR	Palotina	UFPR	UNIVERSIDADE FEDERAL DO PARANÁ	CAMPUS PALOTINA	0	A	Ampla concorrência	6	6	678.34
ABI - CIÊNCIAS EXATAS	Área Básica de Ingresso (ABI)	Noturno	PR	Jandaia do Sul	UFPR	UNIVERSIDADE FEDERAL DO PARANÁ	CAMPUS JANDAIA DO SUL	0	A	Ampla concorrência	5	5	572.14
ABI - CIÊNCIAS EXATAS	Área Básica de Ingresso (ABI)	Noturno	PR	Palotina	UFPR	UNIVERSIDADE FEDERAL DO PARANÁ	CAMPUS PALOTINA	0	A	Ampla concorrência	10	10	600.50
ABI - CIÊNCIAS EXATAS	Área Básica de Ingresso (ABI)	Noturno	PR	Pontal do Paraná	UFPR	UNIVERSIDADE FEDERAL DO PARANÁ	UNIDADE MIRASSOL (MIR)	0	A	Ampla concorrência	5	5	571.80
ABI - CIÊNCIAS SOCIAIS	Área Básica de Ingresso (ABI)	Matutino	PR	Curitiba	UFPR	UNIVERSIDADE FEDERAL DO PARANÁ	CAMPUS CENTRO - REITORIA	0	A	Ampla concorrência	8	8	701.64
ABI - ENFERMAGEM	Área Básica de Ingresso (ABI)	Integral	PR	Curitiba	UFPR	UNIVERSIDADE FEDERAL DO PARANÁ	CAMPUS JARDIM BOTÂNICO	0	A	Ampla concorrência	6	6	732.32
ABI - FILOSOFIA	Área Básica de Ingresso (ABI)	Matutino	PR	Curitiba	UFPR	UNIVERSIDADE FEDERAL DO PARANÁ	CAMPUS CENTRO - REITORIA	0	A	Ampla concorrência	4	4	695.54
ABI - FILOSOFIA	Área Básica de Ingresso (ABI)	Noturno	PR	Curitiba	UFPR	UNIVERSIDADE FEDERAL DO PARANÁ	CAMPUS CENTRO - REITORIA	0	A	Ampla concorrência	5	5	698.38
ABI - GEOGRAFIA	Área Básica de Ingresso (ABI)	Noturno	PR	Curitiba	UFPR	UNIVERSIDADE FEDERAL DO PARANÁ	CAMPUS CENTRO POLITÉCNICO	0	A	Ampla concorrência	4	4	668.30
ABI - GEOGRAFIA	Área Básica de Ingresso (ABI)	Matutino	PR	Curitiba	UFPR	UNIVERSIDADE FEDERAL DO PARANÁ	CAMPUS CENTRO POLITÉCNICO	0	A	Ampla concorrência	3	3	690.58
ABI - HISTÓRIA	Área Básica de Ingresso (ABI)	Vespertino	PR	Curitiba	UFPR	UNIVERSIDADE FEDERAL DO PARANÁ	CAMPUS CENTRO - REITORIA	0	A	Ampla concorrência	4	4	716.88
ABI - QUÍMICA	Área Básica de Ingresso (ABI)	Integral	PR	Curitiba	UFPR	UNIVERSIDADE FEDERAL DO PARANÁ	CAMPUS CENTRO POLITÉCNICO	0	A	Ampla concorrência	6	6	705.38
ADMINISTRAÇÃO	Bacharelado	Noturno	PR	Curitiba	UFPR	UNIVERSIDADE FEDERAL DO PARANÁ	CAMPUS JARDIM BOTÂNICO	0	A	Ampla concorrência	11	11	710.28
ADMINISTRAÇÃO	Bacharelado	Matutino	PR	Curitiba	UFPR	UNIVERSIDADE FEDERAL DO PARANÁ	CAMPUS JARDIM BOTÂNICO	0	A	Ampla concorrência	11	11	726.58
ADMINISTRAÇÃO PÚBLICA	Bacharelado	Noturno	PR	Matinhos	UFPR	UNIVERSIDADE FEDERAL DO PARANÁ	CAMPUS LITORAL	0	A	Ampla concorrência	4	4	666.48
AGROECOLOGIA	Tecnológico	Matutino	PR	Matinhos	UFPR	UNIVERSIDADE FEDERAL DO PARANÁ	CAMPUS LITORAL	0	A	Ampla concorrência	3	3	631.84
AGRONOMIA	Bacharelado	Integral	PR	Curitiba	UFPR	UNIVERSIDADE FEDERAL DO PARANÁ	CAMPUS AGRÁRIAS	0	A	Ampla concorrência	13	13	687.74
AGRONOMIA	Bacharelado	Integral	PR	Palotina	UFPR	UNIVERSIDADE FEDERAL DO PARANÁ	CAMPUS PALOTINA	0	A	Ampla concorrência	8	8	641.82
