no_curso	no_grau	no_turno	no_campus	sg_uf_campus	no_municipio_campus	no_ies	sg_ies	co_concorrencia	tp_mod_concorrencia	no_concorrencia	qt_vagas	qt_vagas_concorrencia	nu_nota_corte
REDES DE COMPUTADORES	Tecnológico	Integral	RS	Santa Maria	UFSM	UNIVERSIDADE FEDERAL DE SANTA MARIA	CAMPUS  - SANTA MARIA - CAMOBI	0	A	Ampla concorrência	20	20	610.50
RELAÇÕES INTERNACIONAIS	Bacharelado	Integral	RS	Santa Maria	UFSM	UNIVERSIDADE FEDERAL DE SANTA MARIA	CAMPUS  - SANTA MARIA - CAMOBI	0	A	Ampla concorrência	25	25	713.11
RELAÇÕES PÚBLICAS	Bacharelado	Matutino	RS	Frederico Westphalen	UFSM	UNIVERSIDADE FEDERAL DE SANTA MARIA	CAMPUS DE FREDERICO WESTPHALEN	0	A	Ampla concorrência	15	15	678.39
SISTEMAS DE INFORMAÇÃO	Bacharelado	Noturno	RS	Frederico Westphalen	UFSM	UNIVERSIDADE FEDERAL DE SANTA MARIA	CAMPUS DE FREDERICO WESTPHALEN	0	A	Ampla concorrência	20	20	645.67
SISTEMAS PARA INTERNET	Tecnológico	Integral	RS	Santa Maria	UFSM	UNIVERSIDADE FEDERAL DE SANTA MARIA	CAMPUS  - SANTA MARIA - CAMOBI	0	A	Ampla concorrência	20	20	625.92
TEATRO	Licenciatura	Integral	RS	Santa Maria	UFSM	UNIVERSIDADE FEDERAL DE SANTA MARIA	CAMPUS  - SANTA MARIA - CAMOBI	0	A	Ampla concorrência	10	10	635.17
TERAPIA OCUPACIONAL	Bacharelado	Integral	RS	Santa Maria	UFSM	UNIVERSIDADE FEDERAL DE SANTA MARIA	CAMPUS  - SANTA MARIA - CAMOBI	0	A	Ampla concorrência	17	17	676.40
ZOOTECNIA	Bacharelado	Integral	RS	Palmeira das Missões	UFSM	UNIVERSIDADE FEDERAL DE SANTA MARIA	CAMPUS DE PALMEIRA DAS MISSÕES	0	A	Ampla concorrência	28	28	598.28
ZOOTECNIA	Bacharelado	Integral	RS	Santa Maria	UFSM	UNIVERSIDADE FEDERAL DE SANTA MARIA	CAMPUS  - SANTA MARIA - CAMOBI	0	A	Ampla concorrência	18	18	635.12
ABI - FILOSOFIA	Área Básica de Ingresso (ABI)	Noturno	SP	São Carlos	UFSCAR	UNIVERSIDADE FEDERAL DE SÃO CARLOS	UNIDADE SEDE	0	A	Ampla concorrência	18	18	701.35
ABI - FÍSICA	Área Básica de Ingresso (ABI)	Integral	SP	São Carlos	UFSCAR	UNIVERSIDADE FEDERAL DE SÃO CARLOS	UNIDADE SEDE	0	A	Ampla concorrência	25	25	748.89
ABI - MATEMÁTICA	Área Básica de Ingresso (ABI)	Integral	SP	São Carlos	UFSCAR	UNIVERSIDADE FEDERAL DE SÃO CARLOS	UNIDADE SEDE	0	A	Ampla concorrência	25	25	746.01
ADMINISTRAÇÃO	Bacharelado	Noturno	SP	Sorocaba	UFSCAR	UNIVERSIDADE FEDERAL DE SÃO CARLOS	CAMPUS SOROCABA	0	A	Ampla concorrência	30	30	727.71
ADMINISTRAÇÃO	Bacharelado	Integral	SP	Buri	UFSCAR	UNIVERSIDADE FEDERAL DE SÃO CARLOS	CAMPUS DE BURI - LAGOA DO SINO	0	A	Ampla concorrência	25	25	702.23
AGROECOLOGIA	Bacharelado	Integral	SP	Araras	UFSCAR	UNIVERSIDADE FEDERAL DE SÃO CARLOS	CAMPUS DE ARARAS	0	A	Ampla concorrência	20	20	669.87
BIBLIOTECONOMIA E CIÊNCIA DA INFORMAÇÃO	Bacharelado	Noturno	SP	São Carlos	UFSCAR	UNIVERSIDADE FEDERAL DE SÃO CARLOS	UNIDADE SEDE	0	A	Ampla concorrência	24	24	665.21
BIOTECNOLOGIA	Bacharelado	Integral	SP	São Carlos	UFSCAR	UNIVERSIDADE FEDERAL DE SÃO CARLOS	UNIDADE SEDE	0	A	Ampla concorrência	20	20	755.90
BIOTECNOLOGIA	Bacharelado	Integral	SP	Araras	UFSCAR	UNIVERSIDADE FEDERAL DE SÃO CARLOS	CAMPUS DE ARARAS	0	A	Ampla concorrência	15	15	735.72
CIÊNCIA DA COMPUTAÇÃO	Bacharelado	Integral	SP	São Carlos	UFSCAR	UNIVERSIDADE FEDERAL DE SÃO CARLOS	UNIDADE SEDE	0	A	Ampla concorrência	30	30	770.10
CIÊNCIA DA COMPUTAÇÃO	Bacharelado	Integral	SP	Sorocaba	UFSCAR	UNIVERSIDADE FEDERAL DE SÃO CARLOS	CAMPUS SOROCABA	0	A	Ampla concorrência	30	30	753.76
CIÊNCIAS BIOLÓGICAS	Licenciatura	Integral	SP	São Carlos	UFSCAR	UNIVERSIDADE FEDERAL DE SÃO CARLOS	UNIDADE SEDE	0	A	Ampla concorrência	15	15	717.39
CIÊNCIAS BIOLÓGICAS	Licenciatura	Noturno	SP	Araras	UFSCAR	UNIVERSIDADE FEDERAL DE SÃO CARLOS	CAMPUS DE ARARAS	0	A	Ampla concorrência	20	20	687.98
CIÊNCIAS BIOLÓGICAS	Bacharelado	Integral	SP	Buri	UFSCAR	UNIVERSIDADE FEDERAL DE SÃO CARLOS	CAMPUS DE BURI - LAGOA DO SINO	0	A	Ampla concorrência	20	20	693.90
CIÊNCIAS BIOLÓGICAS	Bacharelado	Integral	SP	São Carlos	UFSCAR	UNIVERSIDADE FEDERAL DE SÃO CARLOS	UNIDADE SEDE	0	A	Ampla concorrência	15	15	734.80
CIÊNCIAS BIOLÓGICAS	Licenciatura	Integral	SP	Sorocaba	UFSCAR	UNIVERSIDADE FEDERAL DE SÃO CARLOS	CAMPUS SOROCABA	0	A	Ampla concorrência	20	20	688.05
CIÊNCIAS BIOLÓGICAS	Licenciatura	Noturno	SP	Sorocaba	UFSCAR	UNIVERSIDADE FEDERAL DE SÃO CARLOS	CAMPUS SOROCABA	0	A	Ampla concorrência	12	12	686.98
CIÊNCIAS BIOLÓGICAS	Bacharelado	Integral	SP	Sorocaba	UFSCAR	UNIVERSIDADE FEDERAL DE SÃO CARLOS	CAMPUS SOROCABA	0	A	Ampla concorrência	20	20	719.80
CIÊNCIAS ECONÔMICAS	Bacharelado	Integral	SP	Sorocaba	UFSCAR	UNIVERSIDADE FEDERAL DE SÃO CARLOS	CAMPUS SOROCABA	0	A	Ampla concorrência	30	30	741.47
CIÊNCIAS SOCIAIS	Bacharelado	Integral	SP	São Carlos	UFSCAR	UNIVERSIDADE FEDERAL DE SÃO CARLOS	UNIDADE SEDE	0	A	Ampla concorrência	45	45	687.66
EDUCAÇÃO ESPECIAL	Licenciatura	Integral	SP	São Carlos	UFSCAR	UNIVERSIDADE FEDERAL DE SÃO CARLOS	UNIDADE SEDE	0	A	Ampla concorrência	20	20	627.66
EDUCAÇÃO FÍSICA	Licenciatura	Integral	SP	São Carlos	UFSCAR	UNIVERSIDADE FEDERAL DE SÃO CARLOS	UNIDADE SEDE	0	A	Ampla concorrência	15	15	667.47
EDUCAÇÃO FÍSICA	Bacharelado	Integral	SP	São Carlos	UFSCAR	UNIVERSIDADE FEDERAL DE SÃO CARLOS	UNIDADE SEDE	0	A	Ampla concorrência	15	15	678.43
ENFERMAGEM	Bacharelado	Integral	SP	São Carlos	UFSCAR	UNIVERSIDADE FEDERAL DE SÃO CARLOS	UNIDADE SEDE	0	A	Ampla concorrência	15	15	725.43
ENGENHARIA AGRONÔMICA	Bacharelado	Integral	SP	Araras	UFSCAR	UNIVERSIDADE FEDERAL DE SÃO CARLOS	CAMPUS DE ARARAS	0	A	Ampla concorrência	25	25	692.51
ENGENHARIA AGRONÔMICA	Bacharelado	Integral	SP	Buri	UFSCAR	UNIVERSIDADE FEDERAL DE SÃO CARLOS	CAMPUS DE BURI - LAGOA DO SINO	0	A	Ampla concorrência	25	25	677.78
ENGENHARIA AMBIENTAL	Bacharelado	Integral	SP	Buri	UFSCAR	UNIVERSIDADE FEDERAL DE SÃO CARLOS	CAMPUS DE BURI - LAGOA DO SINO	0	A	Ampla concorrência	25	25	714.44
ENGENHARIA CIVIL	Bacharelado	Integral	SP	São Carlos	UFSCAR	UNIVERSIDADE FEDERAL DE SÃO CARLOS	UNIDADE SEDE	0	A	Ampla concorrência	40	40	733.29
ENGENHARIA DE ALIMENTOS	Bacharelado	Integral	SP	Buri	UFSCAR	UNIVERSIDADE FEDERAL DE SÃO CARLOS	CAMPUS DE BURI - LAGOA DO SINO	0	A	Ampla concorrência	25	25	704.42
ENGENHARIA DE COMPUTAÇÃO	Bacharelado	Integral	SP	São Carlos	UFSCAR	UNIVERSIDADE FEDERAL DE SÃO CARLOS	UNIDADE SEDE	0	A	Ampla concorrência	15	15	799.90
ENGENHARIA DE MATERIAIS	Bacharelado	Integral	SP	São Carlos	UFSCAR	UNIVERSIDADE FEDERAL DE SÃO CARLOS	UNIDADE SEDE	0	A	Ampla concorrência	40	40	742.24
ENGENHARIA DE PRODUÇÃO	Bacharelado	Integral	SP	São Carlos	UFSCAR	UNIVERSIDADE FEDERAL DE SÃO CARLOS	UNIDADE SEDE	0	A	Ampla concorrência	50	50	749.70
ENGENHARIA DE PRODUÇÃO	Bacharelado	Integral	SP	Sorocaba	UFSCAR	UNIVERSIDADE FEDERAL DE SÃO CARLOS	CAMPUS SOROCABA	0	A	Ampla concorrência	30	30	761.08
ENGENHARIA ELÉTRICA	Bacharelado	Integral	SP	São Carlos	UFSCAR	UNIVERSIDADE FEDERAL DE SÃO CARLOS	UNIDADE SEDE	0	A	Ampla concorrência	30	30	758.80
ENGENHARIA FÍSICA	Bacharelado	Integral	SP	São Carlos	UFSCAR	UNIVERSIDADE FEDERAL DE SÃO CARLOS	UNIDADE SEDE	0	A	Ampla concorrência	20	20	756.50
ENGENHARIA FLORESTAL	Bacharelado	Integral	SP	Sorocaba	UFSCAR	UNIVERSIDADE FEDERAL DE SÃO CARLOS	CAMPUS SOROCABA	0	A	Ampla concorrência	20	20	692.00
ENGENHARIA MECÂNICA	Bacharelado	Integral	SP	São Carlos	UFSCAR	UNIVERSIDADE FEDERAL DE SÃO CARLOS	UNIDADE SEDE	0	A	Ampla concorrência	30	30	761.23
ENGENHARIA QUÍMICA	Bacharelado	Integral	SP	São Carlos	UFSCAR	UNIVERSIDADE FEDERAL DE SÃO CARLOS	UNIDADE SEDE	0	A	Ampla concorrência	40	40	745.95
ESTATÍSTICA	Bacharelado	Integral	SP	São Carlos	UFSCAR	UNIVERSIDADE FEDERAL DE SÃO CARLOS	UNIDADE SEDE	0	A	Ampla concorrência	22	22	762.60
FÍSICA	Licenciatura	Noturno	SP	São Carlos	UFSCAR	UNIVERSIDADE FEDERAL DE SÃO CARLOS	UNIDADE SEDE	0	A	Ampla concorrência	15	15	719.24
FÍSICA	Licenciatura	Noturno	SP	Araras	UFSCAR	UNIVERSIDADE FEDERAL DE SÃO CARLOS	CAMPUS DE ARARAS	0	A	Ampla concorrência	20	20	689.86
FÍSICA	Licenciatura	Noturno	SP	Sorocaba	UFSCAR	UNIVERSIDADE FEDERAL DE SÃO CARLOS	CAMPUS SOROCABA	0	A	Ampla concorrência	12	12	698.19
FISIOTERAPIA	Bacharelado	Integral	SP	São Carlos	UFSCAR	UNIVERSIDADE FEDERAL DE SÃO CARLOS	UNIDADE SEDE	0	A	Ampla concorrência	20	20	723.44
GEOGRAFIA	Licenciatura	Noturno	SP	Sorocaba	UFSCAR	UNIVERSIDADE FEDERAL DE SÃO CARLOS	CAMPUS SOROCABA	0	A	Ampla concorrência	30	30	677.58
GERONTOLOGIA	Bacharelado	Integral	SP	São Carlos	UFSCAR	UNIVERSIDADE FEDERAL DE SÃO CARLOS	UNIDADE SEDE	0	A	Ampla concorrência	20	20	678.28
GESTÃO E ANÁLISE AMBIENTAL	Bacharelado	Integral	SP	São Carlos	UFSCAR	UNIVERSIDADE FEDERAL DE SÃO CARLOS	UNIDADE SEDE	0	A	Ampla concorrência	20	20	668.13
IMAGEM E SOM	Bacharelado	Integral	SP	São Carlos	UFSCAR	UNIVERSIDADE FEDERAL DE SÃO CARLOS	UNIDADE SEDE	0	A	Ampla concorrência	22	22	733.74
LETRAS - ESPANHOL	Licenciatura	Noturno	SP	São Carlos	UFSCAR	UNIVERSIDADE FEDERAL DE SÃO CARLOS	UNIDADE SEDE	0	A	Ampla concorrência	10	10	696.88
LETRAS - INGLÊS	Licenciatura	Noturno	SP	São Carlos	UFSCAR	UNIVERSIDADE FEDERAL DE SÃO CARLOS	UNIDADE SEDE	0	A	Ampla concorrência	10	10	731.06
LINGUÍSTICA	Bacharelado	Vespertino	SP	São Carlos	UFSCAR	UNIVERSIDADE FEDERAL DE SÃO CARLOS	UNIDADE SEDE	0	A	Ampla concorrência	20	20	694.50
MATEMÁTICA	Licenciatura	Noturno	SP	Sorocaba	UFSCAR	UNIVERSIDADE FEDERAL DE SÃO CARLOS	CAMPUS SOROCABA	0	A	Ampla concorrência	12	12	705.94
MATEMÁTICA	Licenciatura	Noturno	SP	São Carlos	UFSCAR	UNIVERSIDADE FEDERAL DE SÃO CARLOS	UNIDADE SEDE	0	A	Ampla concorrência	25	25	733.84
MEDICINA	Bacharelado	Integral	SP	São Carlos	UFSCAR	UNIVERSIDADE FEDERAL DE SÃO CARLOS	UNIDADE SEDE	0	A	Ampla concorrência	20	20	778.89
PEDAGOGIA	Licenciatura	Noturno	SP	Sorocaba	UFSCAR	UNIVERSIDADE FEDERAL DE SÃO CARLOS	CAMPUS SOROCABA	0	A	Ampla concorrência	30	30	662.23
PEDAGOGIA	Licenciatura	Noturno	SP	São Carlos	UFSCAR	UNIVERSIDADE FEDERAL DE SÃO CARLOS	UNIDADE SEDE	0	A	Ampla concorrência	22	22	679.06
PEDAGOGIA	Licenciatura	Matutino	SP	São Carlos	UFSCAR	UNIVERSIDADE FEDERAL DE SÃO CARLOS	UNIDADE SEDE	0	A	Ampla concorrência	22	22	689.11
PSICOLOGIA	Bacharelado	Integral	SP	São Carlos	UFSCAR	UNIVERSIDADE FEDERAL DE SÃO CARLOS	UNIDADE SEDE	0	A	Ampla concorrência	20	20	750.61
QUÍMICA	Licenciatura	Noturno	SP	São Carlos	UFSCAR	UNIVERSIDADE FEDERAL DE SÃO CARLOS	UNIDADE SEDE	0	A	Ampla concorrência	15	15	713.61
QUÍMICA	Licenciatura	Noturno	SP	Araras	UFSCAR	UNIVERSIDADE FEDERAL DE SÃO CARLOS	CAMPUS DE ARARAS	0	A	Ampla concorrência	20	20	679.78
QUÍMICA	Licenciatura	Noturno	SP	Sorocaba	UFSCAR	UNIVERSIDADE FEDERAL DE SÃO CARLOS	CAMPUS SOROCABA	0	A	Ampla concorrência	12	12	690.90
QUÍMICA	Bacharelado	Integral	SP	São Carlos	UFSCAR	UNIVERSIDADE FEDERAL DE SÃO CARLOS	UNIDADE SEDE	0	A	Ampla concorrência	30	30	727.29
TERAPIA OCUPACIONAL	Bacharelado	Integral	SP	São Carlos	UFSCAR	UNIVERSIDADE FEDERAL DE SÃO CARLOS	UNIDADE SEDE	0	A	Ampla concorrência	20	20	689.42
TRADUÇÃO E INTERPRETAÇÃO EM LÍNGUA BRASILEIRA DE SINAIS - LIBRAS/LÍNGUA PORTUGUESA	Bacharelado	Integral	SP	São Carlos	UFSCAR	UNIVERSIDADE FEDERAL DE SÃO CARLOS	UNIDADE SEDE	0	A	Ampla concorrência	15	15	635.11
TURISMO	Bacharelado	Integral	SP	Sorocaba	UFSCAR	UNIVERSIDADE FEDERAL DE SÃO CARLOS	CAMPUS SOROCABA	0	A	Ampla concorrência	20	20	662.49
ABI - ENGENHARIA	Área Básica de Ingresso (ABI)	Integral	MG	Lavras	UFLA	UNIVERSIDADE FEDERAL DE LAVRAS	LAVRAS - UNIDADE SEDE	0	A	Ampla concorrência	67	67	708.69
ADMINISTRAÇÃO	Bacharelado	Integral	MG	Lavras	UFLA	UNIVERSIDADE FEDERAL DE LAVRAS	LAVRAS - UNIDADE SEDE	0	A	Ampla concorrência	12	12	699.25
ADMINISTRAÇÃO PÚBLICA	Bacharelado	Noturno	MG	Lavras	UFLA	UNIVERSIDADE FEDERAL DE LAVRAS	LAVRAS - UNIDADE SEDE	0	A	Ampla concorrência	15	15	680.87
AGRONOMIA	Bacharelado	Integral	MG	Lavras	UFLA	UNIVERSIDADE FEDERAL DE LAVRAS	LAVRAS - UNIDADE SEDE	0	A	Ampla concorrência	30	30	700.66
CIÊNCIA DA COMPUTAÇÃO	Bacharelado	Integral	MG	Lavras	UFLA	UNIVERSIDADE FEDERAL DE LAVRAS	LAVRAS - UNIDADE SEDE	0	A	Ampla concorrência	12	12	728.73
CIÊNCIAS BIOLÓGICAS	Licenciatura	Integral	MG	Lavras	UFLA	UNIVERSIDADE FEDERAL DE LAVRAS	LAVRAS - UNIDADE SEDE	0	A	Ampla concorrência	7	7	681.65
CIÊNCIAS BIOLÓGICAS	Bacharelado	Integral	MG	Lavras	UFLA	UNIVERSIDADE FEDERAL DE LAVRAS	LAVRAS - UNIDADE SEDE	0	A	Ampla concorrência	7	7	699.38
DIREITO	Bacharelado	Noturno	MG	Lavras	UFLA	UNIVERSIDADE FEDERAL DE LAVRAS	LAVRAS - UNIDADE SEDE	0	A	Ampla concorrência	18	18	752.73
EDUCAÇÃO FÍSICA	Bacharelado	Integral	MG	Lavras	UFLA	UNIVERSIDADE FEDERAL DE LAVRAS	LAVRAS - UNIDADE SEDE	0	A	Ampla concorrência	9	9	666.24
EDUCAÇÃO FÍSICA	Licenciatura	Integral	MG	Lavras	UFLA	UNIVERSIDADE FEDERAL DE LAVRAS	LAVRAS - UNIDADE SEDE	0	A	Ampla concorrência	9	9	642.72
ENGENHARIA AGRÍCOLA	Bacharelado	Integral	MG	Lavras	UFLA	UNIVERSIDADE FEDERAL DE LAVRAS	LAVRAS - UNIDADE SEDE	0	A	Ampla concorrência	7	7	698.70
ENGENHARIA AMBIENTAL E SANITÁRIA	Bacharelado	Integral	MG	Lavras	UFLA	UNIVERSIDADE FEDERAL DE LAVRAS	LAVRAS - UNIDADE SEDE	0	A	Ampla concorrência	15	15	684.68
ENGENHARIA DE ALIMENTOS	Bacharelado	Integral	MG	Lavras	UFLA	UNIVERSIDADE FEDERAL DE LAVRAS	LAVRAS - UNIDADE SEDE	0	A	Ampla concorrência	15	15	697.68
ENGENHARIA DE CONTROLE E AUTOMAÇÃO	Bacharelado	Integral	MG	Lavras	UFLA	UNIVERSIDADE FEDERAL DE LAVRAS	LAVRAS - UNIDADE SEDE	0	A	Ampla concorrência	15	15	738.45
ENGENHARIA FLORESTAL	Bacharelado	Integral	MG	Lavras	UFLA	UNIVERSIDADE FEDERAL DE LAVRAS	LAVRAS - UNIDADE SEDE	0	A	Ampla concorrência	15	15	679.68
FILOSOFIA	Licenciatura	Noturno	MG	Lavras	UFLA	UNIVERSIDADE FEDERAL DE LAVRAS	LAVRAS - UNIDADE SEDE	0	A	Ampla concorrência	12	12	673.03
FÍSICA	Licenciatura	Noturno	MG	Lavras	UFLA	UNIVERSIDADE FEDERAL DE LAVRAS	LAVRAS - UNIDADE SEDE	0	A	Ampla concorrência	9	9	662.72
LETRAS - PORTUGUÊS E INGLÊS	Licenciatura	Noturno	MG	Lavras	UFLA	UNIVERSIDADE FEDERAL DE LAVRAS	LAVRAS - UNIDADE SEDE	0	A	Ampla concorrência	15	15	676.87
MATEMÁTICA	Licenciatura	Noturno	MG	Lavras	UFLA	UNIVERSIDADE FEDERAL DE LAVRAS	LAVRAS - UNIDADE SEDE	0	A	Ampla concorrência	9	9	679.23
MEDICINA	Bacharelado	Integral	MG	Lavras	UFLA	UNIVERSIDADE FEDERAL DE LAVRAS	LAVRAS - UNIDADE SEDE	0	A	Ampla concorrência	9	9	788.58
MEDICINA VETERINÁRIA	Bacharelado	Integral	MG	Lavras	UFLA	UNIVERSIDADE FEDERAL DE LAVRAS	LAVRAS - UNIDADE SEDE	0	A	Ampla concorrência	15	15	728.51
NUTRIÇÃO	Bacharelado	Integral	MG	Lavras	UFLA	UNIVERSIDADE FEDERAL DE LAVRAS	LAVRAS - UNIDADE SEDE	0	A	Ampla concorrência	15	15	694.03
PEDAGOGIA	Licenciatura	Noturno	MG	Lavras	UFLA	UNIVERSIDADE FEDERAL DE LAVRAS	LAVRAS - UNIDADE SEDE	0	A	Ampla concorrência	15	15	664.91
QUÍMICA	Licenciatura	Integral	MG	Lavras	UFLA	UNIVERSIDADE FEDERAL DE LAVRAS	LAVRAS - UNIDADE SEDE	0	A	Ampla concorrência	9	9	642.18
QUÍMICA	Bacharelado	Integral	MG	Lavras	UFLA	UNIVERSIDADE FEDERAL DE LAVRAS	LAVRAS - UNIDADE SEDE	0	A	Ampla concorrência	9	9	676.67
SISTEMAS DE INFORMAÇÃO	Bacharelado	Noturno	MG	Lavras	UFLA	UNIVERSIDADE FEDERAL DE LAVRAS	LAVRAS - UNIDADE SEDE	0	A	Ampla concorrência	12	12	709.84
ZOOTECNIA	Bacharelado	Integral	MG	Lavras	UFLA	UNIVERSIDADE FEDERAL DE LAVRAS	LAVRAS - UNIDADE SEDE	0	A	Ampla concorrência	15	15	672.97
ABI - CIÊNCIAS SOCIAIS	Área Básica de Ingresso (ABI)	Noturno	SP	Guarulhos	UNIFESP	UNIVERSIDADE FEDERAL DE SÃO PAULO	CAMPUS GUARULHOS	0	A	Ampla concorrência	30	30	707.59
ABI - CIÊNCIAS SOCIAIS	Área Básica de Ingresso (ABI)	Vespertino	SP	Guarulhos	UNIFESP	UNIVERSIDADE FEDERAL DE SÃO PAULO	CAMPUS GUARULHOS	0	A	Ampla concorrência	30	30	714.46
ABI - FILOSOFIA	Área Básica de Ingresso (ABI)	Noturno	SP	Guarulhos	UNIFESP	UNIVERSIDADE FEDERAL DE SÃO PAULO	CAMPUS GUARULHOS	0	A	Ampla concorrência	30	30	693.74
ABI - FILOSOFIA	Área Básica de Ingresso (ABI)	Vespertino	SP	Guarulhos	UNIFESP	UNIVERSIDADE FEDERAL DE SÃO PAULO	CAMPUS GUARULHOS	0	A	Ampla concorrência	30	30	689.86
ABI - GEOGRAFIA	Área Básica de Ingresso (ABI)	Matutino	SP	São Paulo	UNIFESP	UNIVERSIDADE FEDERAL DE SÃO PAULO	ZONA LESTE	0	A	Ampla concorrência	30	30	698.25
ABI - HISTÓRIA	Área Básica de Ingresso (ABI)	Noturno	SP	Guarulhos	UNIFESP	UNIVERSIDADE FEDERAL DE SÃO PAULO	CAMPUS GUARULHOS	0	A	Ampla concorrência	30	30	713.30
ABI - HISTÓRIA	Área Básica de Ingresso (ABI)	Vespertino	SP	Guarulhos	UNIFESP	UNIVERSIDADE FEDERAL DE SÃO PAULO	CAMPUS GUARULHOS	0	A	Ampla concorrência	30	30	725.02
ABI - LETRAS - PORTUGUÊS - ESPANHOL	Área Básica de Ingresso (ABI)	Noturno	SP	Guarulhos	UNIFESP	UNIVERSIDADE FEDERAL DE SÃO PAULO	CAMPUS GUARULHOS	0	A	Ampla concorrência	12	12	691.64
ABI - LETRAS - PORTUGUÊS - ESPANHOL	Área Básica de Ingresso (ABI)	Vespertino	SP	Guarulhos	UNIFESP	UNIVERSIDADE FEDERAL DE SÃO PAULO	CAMPUS GUARULHOS	0	A	Ampla concorrência	12	12	694.21
ABI - LETRAS - PORTUGUÊS - FRANCES	Área Básica de Ingresso (ABI)	Noturno	SP	Guarulhos	UNIFESP	UNIVERSIDADE FEDERAL DE SÃO PAULO	CAMPUS GUARULHOS	0	A	Ampla concorrência	12	12	696.60
ABI - LETRAS - PORTUGUÊS - FRANCES	Área Básica de Ingresso (ABI)	Vespertino	SP	Guarulhos	UNIFESP	UNIVERSIDADE FEDERAL DE SÃO PAULO	CAMPUS GUARULHOS	0	A	Ampla concorrência	12	12	701.97
ABI - LETRAS - PORTUGUÊS - INGLES	Área Básica de Ingresso (ABI)	Noturno	SP	Guarulhos	UNIFESP	UNIVERSIDADE FEDERAL DE SÃO PAULO	CAMPUS GUARULHOS	0	A	Ampla concorrência	12	12	716.02
ABI - LETRAS - PORTUGUÊS - INGLES	Área Básica de Ingresso (ABI)	Vespertino	SP	Guarulhos	UNIFESP	UNIVERSIDADE FEDERAL DE SÃO PAULO	CAMPUS GUARULHOS	0	A	Ampla concorrência	12	12	731.05
ABI - LETRAS PORTUGUÊS	Área Básica de Ingresso (ABI)	Vespertino	SP	Guarulhos	UNIFESP	UNIVERSIDADE FEDERAL DE SÃO PAULO	CAMPUS GUARULHOS	0	A	Ampla concorrência	12	12	713.55
ABI - LETRAS PORTUGUÊS	Área Básica de Ingresso (ABI)	Noturno	SP	Guarulhos	UNIFESP	UNIVERSIDADE FEDERAL DE SÃO PAULO	CAMPUS GUARULHOS	0	A	Ampla concorrência	12	12	705.30
ADMINISTRAÇÃO	Bacharelado	Integral	SP	Osasco	UNIFESP	UNIVERSIDADE FEDERAL DE SÃO PAULO	CAMPUS OSASCO	0	A	Ampla concorrência	20	20	729.50
ADMINISTRAÇÃO	Bacharelado	Noturno	SP	Osasco	UNIFESP	UNIVERSIDADE FEDERAL DE SÃO PAULO	CAMPUS OSASCO	0	A	Ampla concorrência	20	20	722.04
BIOMEDICINA	Bacharelado	Integral	SP	São Paulo	UNIFESP	UNIVERSIDADE FEDERAL DE SÃO PAULO	CAMPUS SÃO PAULO - RUA BOTUCATU	0	A	Ampla concorrência	16	16	785.01
CIÊNCIAS	Licenciatura	Noturno	SP	Diadema	UNIFESP	UNIVERSIDADE FEDERAL DE SÃO PAULO	CAMPUS DIADEMA - UNIDADE JOSÉ DE FILIPPI	0	A	Ampla concorrência	50	50	641.84
CIÊNCIAS	Licenciatura	Vespertino	SP	Diadema	UNIFESP	UNIVERSIDADE FEDERAL DE SÃO PAULO	CAMPUS DIADEMA - UNIDADE JOSÉ DE FILIPPI	0	A	Ampla concorrência	50	50	643.98
CIÊNCIAS AMBIENTAIS	Bacharelado	Integral	SP	Diadema	UNIFESP	UNIVERSIDADE FEDERAL DE SÃO PAULO	CAMPUS DIADEMA - UNIDADE JOSÉ DE FILIPPI	0	A	Ampla concorrência	25	25	664.50
CIÊNCIAS ATUARIAIS	Bacharelado	Integral	SP	Osasco	UNIFESP	UNIVERSIDADE FEDERAL DE SÃO PAULO	CAMPUS OSASCO	0	A	Ampla concorrência	20	20	704.63
CIÊNCIAS ATUARIAIS	Bacharelado	Noturno	SP	Osasco	UNIFESP	UNIVERSIDADE FEDERAL DE SÃO PAULO	CAMPUS OSASCO	0	A	Ampla concorrência	20	20	705.82
CIÊNCIAS CONTÁBEIS	Bacharelado	Noturno	SP	Osasco	UNIFESP	UNIVERSIDADE FEDERAL DE SÃO PAULO	CAMPUS OSASCO	0	A	Ampla concorrência	20	20	709.39
CIÊNCIAS CONTÁBEIS	Bacharelado	Integral	SP	Osasco	UNIFESP	UNIVERSIDADE FEDERAL DE SÃO PAULO	CAMPUS OSASCO	0	A	Ampla concorrência	20	20	716.01
CIÊNCIAS ECONÔMICAS	Bacharelado	Integral	SP	Osasco	UNIFESP	UNIVERSIDADE FEDERAL DE SÃO PAULO	CAMPUS OSASCO	0	A	Ampla concorrência	20	20	763.05
CIÊNCIAS ECONÔMICAS	Bacharelado	Noturno	SP	Osasco	UNIFESP	UNIVERSIDADE FEDERAL DE SÃO PAULO	CAMPUS OSASCO	0	A	Ampla concorrência	20	20	747.28
EDUCAÇÃO FÍSICA	Bacharelado	Integral	SP	Santos	UNIFESP	UNIVERSIDADE FEDERAL DE SÃO PAULO	CAMPUS BAIXADA SANTISTA - UNIDADE SILVA JARDIM	0	A	Ampla concorrência	25	25	679.26
